impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	7693537515.27	49875487464.4	8959866489.11	19224662999.7	6187735000.22	672254182413	94121734905.9	9077620546.81	66482677203.1	10080006284.4	104728095174	286140206106	7782630970.57	6397746165.5	72944346981.8	88135319884.8	3617319751.36	11889887950	8450781875.14	1741220082	94693724649.4	20226821805.8	8434216552.45	32262908083.1	31607670566.2	5818765704.34	7858616035.9	148111890952	116694427226	432280238415	2.28950597427e+12	80173220614.5	194713688463	506360511662	294531843766	750884774825	853950920129	30980544492	21909211031	266440841566	82352908028.1	51577152770.7	82322405535.9	158241598843	2.15585418308e+12	492390026700	515396777913	235336415864	1.02796483165e+12
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	45061503.9295	317873666.15	70043491.1245	112238343.473	79073450.8135	3936139269.21	659597292.62	62227764.4457	291273268.263	88541295.4104	615006807.089	1697213076.21	48080646.2813	30398512.1706	532436458.59	458810391.976	27648015.0092	64563302.8714	50239632.6554	12150072.7222	558476137.13	169218367.667	42556184.5385	196264820.732	173819280.808	32404812.0133	86104820.0815	908924339.569	707171264.283	2967251336.19	12365677437.4	442817341.138	1148540140.72	2687857174.9	1677017718.53	4170485137.88	3949588438.39	229708258.867	280193245.396	1494926621.65	428154074.167	338143785.006	683800503.662	778438920.747	11908062265.8	2748949722.89	2673732138.72	1201265861.71	5322462307.68
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	20798180.6028	38888737.1948	22930737.0148	2754803.08513	29777540.8138	241692862.349	43552665.9116	4826778.46334	98314667.7982	15130501.3132	105546622.406	70391120.2332	8127523.81672	19161431.8275	175351079.689	84728370.6636	5012350.86758	3257044.29023	3072415.21836	1429563.76107	38744551.3979	64107914.7085	10597734.3223	32608836.7724	16559625.8711	5748594.21641	17961944.3905	79702106.8043	505186322.877	312725114.725	1378847891.84	169098778.676	135326595.895	243861808.313	404836453.42	266076287.104	552149266.851	119940706.772	48631066.8565	79791035.8026	80592625.7362	43369540.8779	159752065.54	104539533.019	980487077.243	498255791.457	237145317.979	334485621.906	746868510.295
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	12740237.4413	28375340.5412	2788739.5581	733192.3264	16672202.274	160356896.629	40559297.9203	2931140.35025	89072419.0729	11451882.9554	80129587.2261	64104282.1692	3618385.99281	18143216.0631	229643982.678	75640302.1648	4102986.45883	1446367.91627	2503845.58377	1182249.47368	25027543.19	42020752.8211	4247021.01828	24836459.2904	9933614.63326	5118830.61619	18214504.2279	42080357.5122	201451313.57	312423434.327	1051458036.29	84467845.412	89413697.4265	169517782.687	259529340.077	214800272.321	300751410.102	79750893.3596	50140326.9017	37479591.4587	46927771.8142	31815489.2304	120781581.809	50567731.3268	632974647.174	224732269.619	224348374.81	166033451.125	385770434.361
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	5286622.08246	11732937.6393	1253445.04531	306818.618206	6861039.52938	65319245.7842	16525850.336	1261686.69698	36199710.0341	5191912.53515	33128024.8831	25918605.7207	1554565.10492	7480248.81971	92924257.0929	30779143.1821	1719485.09248	602876.510388	1034925.78076	476972.254582	10638457.063	19962492.7691	1959255.02643	10091554.948	4263905.78239	2113111.94475	7401269.6749	18015186.9899	87029323.7724	125045913.009	429511977.959	37196470.5413	35971699.9557	74058140.1936	110657030.394	88913885.4196	135163011.315	38723726.1444	20166368.6474	15529995.2418	18861095.5051	13289373.434	54126031.2218	22039940.7228	287168750.062	101513529.23	92271163.129	82273478.0304	177890325
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	9542309.37739	21186199.1748	2243129.72336	553287.560572	12395601.1012	118146031.498	29890159.7408	2268217.43893	65493069.769	9283016.60475	59820338.8522	46919786.8577	2795313.68854	13511500.4869	168202994.31	55678234.035	3100256.20743	1087645.06177	1868847.23861	863663.781199	19151486.8043	35524894.8855	3496890.02309	18258241.0032	7667816.74536	3816352.96272	13390745.4558	32406058.9224	156397149.682	226629771.646	776630301	66708325.2776	65155743.4645	132928081.784	199139764.597	160532713.887	241886614.826	68765218.47	36528576.947	28035999.9886	34166988.3574	23969660.6529	96892306.9023	39569715.8534	513414423.822	181572308.941	166714022.087	145816491.934	317513265.884
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	12185620.4186	27052667.9944	2869852.24601	706696.869675	15826120.8659	150805654.39	38153084.9088	2899060.78741	83592924.7861	11878972.8723	76384351.2937	59879089.718	3572596.24099	17251624.8967	214665122.856	71067805.6261	3959998.75367	1389083.31696	2386310.12899	1102149.90849	24470715.3358	45506141.27	4476517.53631	23304018.4772	9799769.63655	4872908.9351	17091380.2933	41413652.4173	199911811.569	289152728.15	991386289.979	85306560.5482	83141593.4424	169957151.881	254468279.794	204989656.597	309468120.483	88127081.5422	46611761.2707	35800997.6095	43597536.1099	30614347.3699	123955322.513	50589686.2147	656998798.853	232329073.556	212849603.652	186953230.949	406458428.384
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	155943657.769	398661950.098	477920598.273	48868110.0897	266960547.34	2506950326.91	526458885.678	80989579.967	782312459.943	111866128.635	1295027580.43	853892414.41	85445079.5223	199924706.761	2080917815.19	534412231.457	114121978.184	71532446.31	64172798.5297	10387905.8096	730026941.416	851011683.353	225342119.584	317819154.347	149062894.502	52501657.7462	127901374.079	1038074394.25	4013836976.45	1554409914.94	16740695300	1811595491.53	1062552466.86	3636336415.62	5571066408.29	2360788785.95	3111864941.1	1594561088.06	211179576.484	739746156.725	459012115.989	228728521.474	1206577798.1	1806570287.28	35072345778	8600840509.9	3320079514.64	5085479054.96	6434185401.71
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	173323880.943	452426960.855	434412376.988	52059632.66	288481323.924	2688987310.08	582883931.159	86035369.3624	880683166.623	122989692.619	1508382344.74	895926503.452	94020949.5254	232863546.823	2421780265.16	590504688.312	130754249.347	82884056.0624	74745688.5025	11055784.6042	844370949.508	944868497.504	258724075.501	335875579.599	169919300.886	61329087.4108	140387365.37	1160068075.55	4510402400.05	1628417803.39	16655198463.4	1928576739.67	1090792636.84	3990617094.77	5484642798.1	2435306678.08	3253951746.94	1676309697.21	220337073.451	803177975.129	478790856.211	260833082.492	1239261424.66	1714462545.54	39154326835.8	8370673496.96	3484369775.05	5104446679.6	6445781955.21
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	26206756.1343	68922458.1956	22605569.8069	5452483.19052	38399095.9225	317851815.799	83584932.9024	11353333.1304	134886845.545	16062624.0223	264328953.114	90346753.4658	13087480.6408	43212289.2659	437862006.805	80932785.8598	23483079.526	12366163.3412	12848443.2543	1209480.65375	138947194.87	144307701.87	42346046.9352	46146339.5423	24417081.9845	9874230.25606	20506662.3251	168322180.761	719669514.735	155044405.723	1520652426.66	260221597.654	98475164.6452	635929143.698	511881056.841	280102792.808	361940155.5	252705464.327	24792539.1663	104511018.231	45957346.1789	36665216.7099	145571762.695	114057675.446	6281919584.02	778086778.946	452612239.841	617400478.441	582958088.635
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	282576493.258	732502759.603	217777227.343	51792098.699	406629450.674	3188593602.96	897748505.967	110675185.205	1446120753.18	149062155.563	2863186761.87	859835464.234	132521308.05	453168927.353	5128404396.36	840534499.72	250853300.397	126964637.516	132300597.416	11990155.8597	1513426376.56	1548457884.88	471933780.728	488160584.41	234540732.989	104869436.205	220017433.648	1748362678.04	7708543733.85	1430192652.28	15954267948.9	2712751094.97	926358297.629	6860460276.36	5358318727.78	3064940894.62	3548359481.65	2404078157.84	259693634.88	1007990204.73	423764967.811	361028802.122	1306323956.48	1145293088.76	73884262661	8485036055.02	5023713577.4	6338635686	5825677687.09
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	4.98251459267e+13	1.12552541124e+14	3.25950687052e+13	1.90452672632e+12	6.40094303293e+13	3.26497467079e+14	1.44683304644e+14	1.6191652413e+13	2.40474582211e+14	1.15816981048e+13	5.26742766926e+14	3.98351958515e+13	1.80811690087e+13	8.6934759911e+13	1.1164719786e+15	1.13736894611e+14	5.03117618499e+13	1.43062708914e+13	2.12741107193e+13	921473227347	2.58896162474e+14	2.77236313691e+14	8.6403912606e+13	9.43935229602e+13	2.06513475732e+13	1.53285591786e+13	3.87222439274e+13	2.51384936036e+14	1.3967542756e+15	9.83367340721e+12	2.26704160534e+15	4.72880048891e+14	2.85764439416e+13	1.40733784266e+15	9.02819247375e+14	5.45620674087e+14	3.77874388694e+14	4.69730165013e+14	3.61973056767e+13	1.09418751471e+14	8.05541686217e+12	3.20456130738e+13	1.59316910804e+14	1.31087624981e+14	1.60421363291e+16	1.70739631737e+15	9.9980076737e+14	1.34455806248e+15	6.22150089159e+14
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	23371066746.6	57592225835.5	28069568147.1	3166835130.49	46090341721.7	263013064399	30893332619	9623327020.81	107028686774	29295730513.2	130404117628	49262128042.2	11835000421.5	29297044014.5	73106429936.5	96260727647.8	9874087874.69	9903143357.78	5755010846.29	829922457.402	112705483168	179551388923	25695698237.5	26652156604.1	25276110760.7	7827534326.81	18280342329.4	147429856989	640385300255	269649150921	2.10116421632e+12	336175216433	212096915826	318137446309	593460420470	211083084606	885167609510	295835606050	16851673635.9	167607372930	151834448699	42314464356.4	295567702707	227928993872	1.91143191471e+12	527441145759	213362553824	525175465899	1.24976339934e+12
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	32718.4044174	80627.1679374	39295.3297524	4433.52304923	64525.1712774	368207.675091	43248.229895	13471.7380505	149835.544171	41013.0502729	182554.385049	68965.6289299	16568.389177	41012.6577292	102340.387908	134762.321739	13822.1414806	13864.2015868	8056.28916282	1161.87863709	157783.285877	251345.79044	35973.0427858	37309.9105079	35385.4154738	10958.3326683	25591.6223968	206395.122016	896503.185086	377506.656358	2941585.30063	470628.704984	296933.892113	445351.099407	830817.941924	295507.942324	1239212.42051	414135.27269	23591.5334374	234644.396836	212565.881581	59239.1309613	413778.111535	319096.543485	2675903.16959	738375.580999	298689.171222	735181.201959	1749650.52598
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	185.277741778	456.596481494	222.530505225	25.1094571045	365.435904529	2085.35910214	244.886725458	76.2800030443	848.549010543	232.173627962	1033.70552149	390.569992995	93.819618593	232.231382402	579.376893742	763.207437676	78.2603760828	78.5237321231	45.6188817268	6.58023564559	893.572697824	1423.27790932	203.698585839	211.270103745	200.363757743	62.0553379697	144.925606071	1168.78596872	5076.39119739	2138.29940512	16659.7726997	2664.92300099	1681.87611512	2520.87997752	4704.29667761	1673.13439235	7016.09825402	2344.01204205	133.602648545	1328.92156399	1204.03286811	335.42343328	2342.37900339	1807.04128584	15149.0019677	4179.52913234	1691.16108837	4160.33574496	9905.43788364
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	41.1123195687	316.581166698	54.5299115574	120.423007633	27.7284273887	4178.25739313	632.213442246	60.0049240129	267.379228556	72.6284835446	620.654236619	1758.5841343	42.6770081299	18.5575924262	318.3960061	446.049725707	23.3433298432	67.9600182658	54.4785902851	10.9340022538	574.776203197	104.863506029	47.2964931273	150.868204139	184.801308337	27.2816240011	45.7540914684	918.899142739	683.330679862	3010.9401936	9264.54005753	402.481482417	1108.03255998	2206.52807948	1666.19167392	3370.80787984	4278.44311298	164.515408999	195.778401375	1225.82287811	446.160345759	293.791273889	549.707386437	631.812759452	10244.8659984	2228.40849635	3671.55607479	965.908158802	4546.88309511
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	8890.15156072	36564.8965453	9233.40880265	10198.2129944	6796.02822658	387053.373347	59139.7389325	5478.15129064	39282.2466722	10130.0928299	72204.4248409	153862.975875	4609.30552964	3872.05827173	62205.7865912	52189.252039	2486.43349212	7913.9568014	5670.96851211	1181.564374	56033.0768226	20835.606962	6288.58752838	33066.50351	22640.7934613	2896.57287812	9066.11650025	91812.0902509	125603.298312	328071.578699	1676063.16988	52498.8602937	129317.928057	706430.973983	347975.628046	1142982.74874	1070473.66113	23075.0183266	24927.1992217	287992.573761	54073.9589091	26849.4935575	79829.3407888	193055.959236	2831439.93635	687748.054834	898551.128863	306719.262998	1333655.80273
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	472.693099994	3639.18769686	626.616053252	1384.20385178	318.746446752	48027.8748345	7267.04183841	689.704671827	3073.5671228	834.808883009	7135.06679017	20214.0340996	490.598156832	213.40059456	3660.46930228	5127.87305438	268.323358582	781.172688844	626.274412202	125.686164306	6607.13617646	1205.19958579	543.706802756	1734.17519805	2124.49874005	313.592737234	525.976569569	10563.4690388	7856.81307231	34610.2187061	106472.771111	4626.80861353	12736.2688584	25377.9818812	19160.8732134	38772.1783228	49214.8481089	1890.7299494	2250.46683824	14089.6121128	5128.81879738	3377.09187227	6319.15301208	7266.13605449	117816.129642	25628.3015911	42245.9857109	11109.0043604	52293.7474911
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	23994.3779055	98657.1196361	24907.5359114	27510.1458102	18339.662053	1044163.00557	159539.845539	14776.9441555	105993.346082	27329.9111043	194834.824063	415056.706874	12437.1168854	10451.7526486	167872.590133	140830.916299	6707.97193614	21352.3062446	15301.800274	3187.83231905	151174.529941	56216.2407798	16969.8004596	89231.9266858	61095.5868683	7814.74747739	24465.0336301	247728.674833	339001.574893	885109.932451	4522042.65581	141657.066331	348886.586708	1906954.99014	939278.844112	3085480.2318	2889985.89161	62240.7465371	67254.0133748	777165.190888	145907.253106	72433.4894807	215405.68271	521121.372358	7642922.15939	1856470.70981	2426265.3069	827951.630234	3600084.5463
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	18011008.3083	45698214.3532	30406064.9341	5528038.2458	40607222.0483	294151147.082	85748058.5312	11587985.9462	83728485.8519	20504261.7107	144303761.32	132328514.249	11262563.0998	21644971.0963	250166762.316	92943094.1285	11751710.8424	9406101.78489	8166619.45057	2120586.71231	69182404.903	95197023.4095	22525447.6065	44501575.5911	24357897.8598	7563353.23986	34428339.3205	125137926.607	363681844.366	374963556.73	4271405698.75	180036596.649	147840663.341	584009559.927	1959212347.15	719558350.447	815664295.755	140080224.135	75205745.6006	245003100.658	80538534.5161	53684092.6818	235080441.855	259124452.434	3368681397.86	829955474.257	691882155.476	470505048.747	1188835987.39
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	32419.8146927	82256.7852435	54730.9168841	9950.46883105	73092.9993264	529472.061563	154346.50446	20858.374646	150711.272681	36907.6709111	259746.768542	238191.324387	20272.6135084	38960.9475774	450300.166877	167297.567895	21153.0794102	16930.9831785	14699.9149505	3817.05605767	124528.328236	171354.64149	40545.8055872	80102.8355237	43844.2159702	13614.0357253	61971.010379	225248.267028	654627.315786	674934.395743	7688530.23512	324065.872453	266113.192272	1051217.20427	3526582.21877	1295205.02632	1468195.72767	252144.40241	135370.341011	441005.580363	144969.361195	96631.366211	423144.79344	466424.013611	6063626.49786	1493919.85013	1245387.87488	846909.08578	2139904.7721
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	85155123.7246	138730616.804	64354869.2535	10305087.2792	119379309.744	817768458.342	116457247.558	14273537.7811	307661838.113	48714808.1502	387553525.424	152105947.416	34675734.3281	59973204.1102	360042393.503	266489536.131	15358707.5816	12445637.531	9265305.28599	4420882.48756	140934190.739	217495829.974	45889147.0494	106549105.952	64342481.1041	18408009.4925	49176912.0308	311830457.306	2438334473.9	842406045.184	3512003035.1	670385076.031	464055412.798	812998607.503	1090020992.01	798421240.24	2247323003.73	358872358.214	133092367.399	334626923.922	321951080.608	162118805.321	489594775.014	247483564.075	2759678933.36	1429207922.89	530849801.606	1048102374.03	2731060541.17
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	3.32157422454	5.41161267277	2.5090949327	0.401870156737	4.65632592631	31.8971891256	4.54322617369	0.55675441235	12.0022187788	1.90062760832	15.1180375072	5.93366911238	1.35249020911	2.33976594344	14.051185983	10.3959771128	0.599160710082	0.485402693148	0.361438155839	0.172451032339	5.4975030763	8.48554774855	1.78991520012	4.15619561925	2.50981895717	0.718133554814	1.91860156691	12.1630148468	95.104924214	32.8640640804	136.990836312	26.1488609213	18.1002302844	31.7154663574	42.5173914178	31.1461943847	87.6636608388	14.0022243156	5.19241765089	13.0514935464	12.5573444428	6.32408679723	19.1013256824	9.65184713704	107.658224846	55.7430067804	20.7104182428	40.8869416131	106.532935069
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	202602595.835	465477673.259	527928767.752	35939641.7661	313173570.973	2340724288.63	633583285.973	90358455.7532	972789547.525	91717983.8037	1812362894.37	669697424.034	91387119.6138	292855082.412	3544308523.29	568356850.113	172948306.753	66536637.7073	78576034.8869	8861929.51328	944584111.375	1119949329.12	310352791.401	429726284.002	122731612.083	59112818.2631	164591560.763	1149750336.6	5385904609.93	1078113724.82	18339095607	2270774764.46	830868829.807	5393736851.72	6559873200.94	2945009987.58	3003354112.36	2164077137.06	229302815.635	702399660.062	334346865.534	188960191.473	1237456718.09	1874536169.02	56484078933.4	11043323806.2	4567920939.01	7010344546.12	6383181038.92
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	0.938324552914	2.15420043096	2.36441610502	0.160700945243	1.43963431525	10.6341810102	2.92512147136	0.4134833419	4.50636242132	0.415680939087	8.46087590247	2.99809624587	0.419604155194	1.36867986813	16.6179221403	2.61067786123	0.80743416224	0.306449701443	0.365530295103	0.0399999321389	4.3967550217	5.18838530195	1.44571056429	1.98085787263	0.560511995071	0.274428367324	0.760827030025	5.29889770443	25.0039098327	4.78148013229	83.0753906139	10.4458331046	3.70234597786	25.0473607917	29.7921574566	13.4912992214	13.6105537693	9.97082011768	1.04524168294	3.20057007058	1.48699236856	0.863183699498	5.61089093898	8.40814575653	263.381235013	50.3095499821	21.0532252516	32.1528155903	28.7771794065
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	672639470.01	1519459305.17	440033427.52	25711110.8053	864127309.445	4407715805.57	1953224612.69	218587307.575	3246406859.85	156352924.415	7111027353.5	537775143.995	244095781.618	1173619258.8	15072371711.1	1535448077.25	679208784.973	193134657.034	287200494.711	12439888.5692	3495098193.4	3742690234.83	1166452820.18	1274312559.96	278793192.238	206935548.911	522750293.02	3393696636.49	18856182720.6	132754590.997	30605061672.2	6383880660.03	385781993.212	18999060875.9	12188059839.6	7365879100.18	5101304247.37	6341357227.67	488663626.636	1477153144.85	108748127.639	432615776.496	2150778295.85	1769682937.24	216568840443	23049850284.5	13497310359.5	18151533843.5	8399026203.64
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	5580416.34378	12605884.6059	3650647.69498	213306.993348	7169056.19688	36567716.3128	16204530.1201	1813465.07025	26933153.2076	1297150.18774	58995189.8957	4461541.93536	2025090.92898	9736693.11003	125044861.603	12738532.1964	5634917.32718	1602302.33983	2382700.40056	103205.001463	28996370.1971	31050467.1334	9677238.21187	10572074.5715	2312950.9282	1716798.628	4336891.31987	28155112.8361	156436478.868	1101371.42161	253908659.799	52962565.4758	3200561.72146	157621838.378	101115755.706	61109515.4977	42321931.5338	52609778.4814	4054098.23579	12254900.1647	902206.688563	3589108.66427	17843494.01	14681813.9979	1796719268.86	191228387.545	111977685.945	150590502.998	69680809.9858
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	3473388236.9	15633998030.5	3805615953.83	4656521185.7	3622434041.37	162859325076	22715749633.9	2136995130.6	14048668543.3	3363219247.54	25761503866.2	66872297579	2376973490.62	1573436941.35	18857655309.4	21776119189.4	853589507.195	3605418007.22	2179446459.18	477672463.852	23301815920.8	8640922078.16	2681279129.18	16059101725.2	10326434607.3	1377760634.82	2818622325.9	38151017792.2	44901419208.8	115717957676	649954711687	18440196834.1	55084728247.8	406684073023	169183496024	662947327623	496295028243	5448704398.68	5260739236.31	147585563340	23471472978	11611598818.9	30906192637.6	107275032998	1.61622888548e+12	393139800011	329041503768	175065052502	773027911371
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	3473388236.9	15633998030.5	3805615953.83	4656521185.7	3622434041.37	162859325076	22715749633.9	2136995130.6	14048668543.3	3363219247.54	25761503866.2	66872297579	2376973490.62	1573436941.35	18857655309.4	21776119189.4	853589507.195	3605418007.22	2179446459.18	477672463.852	23301815920.8	8640922078.16	2681279129.18	16059101725.2	10326434607.3	1377760634.82	2818622325.9	38151017792.2	44901419208.8	115717957676	649954711687	18440196834.1	55084728247.8	406684073023	169183496024	662947327623	496295028243	5448704398.68	5260739236.31	147585563340	23471472978	11611598818.9	30906192637.6	107275032998	1.61622888548e+12	393139800011	329041503768	175065052502	773027911371
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	29122889563.8	61704440421.5	29455005843.9	3247846597.19	49868834889.7	274927077784	32139770894.1	9771599976.11	110270724975	31299043907.1	140635952384	50707837741.5	12074427023.7	30737441170.4	75613878779.5	105409299647	11512793295.4	10140715361.6	6729219848.67	1079404952.34	115956818455	188127564411	45281772918.1	26936267622.6	26832045164.8	8487225381.85	19616662133.5	154409313644	680847293471	301442256756	2.19913191064e+12	363807447706	212715813851	331279931622	620203564390	231002509639	1.01262934072e+12	309178433175	18317973194.9	171803347361	153916442832	44755672690.2	307386059279	233474198098	1.98986130847e+12	566723332472	222844204994	555346502818	1.31182770477e+12
Nitrogen	36750394.7912	124212294.358	74993627.1691	3070515.1552	60558216.0049	294188734.028	74297445.4635	24045411.4503	181653246.286	18961228.8864	549568823.716	78073703.976	18922859.9574	119730032.265	505404296.56	86120171.5001	57627484.9488	6170249.67276	26289517.97	1860453.07365	142407195.294	284180884.745	46464189.7757	172987330.622	26236856.6203	12666538.5575	51402762.3851	170425883.629	2419577487.42	52718404.0095	3547413517.31	827364505.338	43769423.2628	610128154.353	786545268.672	282884214.996	678918136.295	275666416.755	21009071.253	185688682.676	29232079.7331	34803987.0629	395945413.901	74312388.7602	4075988268.54	864084763.207	1680127367.3	581642417.376	816908694.264
Phosphorous	9283665.48627	15154196.8291	981094.272978	740669.112176	5876167.58391	37254259.6968	6469185.89369	3922269.24718	56525146.6559	1291026.48183	98407999.0352	7299370.30498	1190016.05954	3731290.18307	352618896.203	18155587.1853	9287369.94694	3089331.02316	4217947.67152	90637.5440459	43744620.3877	68846328.8235	19301738.3181	3426845.65611	2247383.30039	4811573.68449	3365473.40416	45193359.3175	440972645.548	3393236.34856	1221086596.64	155977245.74	6528052.46228	1670983879.03	2431071131.26	542981247.298	64920182.8483	546591923.167	7056550.33188	29890335.1912	2650884.58477	7601531.67107	3645270.29675	87699044.5418	1562578618.88	1681406053.56	281644074.437	493025067.22	179321504.602
PM10	9669187.03423	25212967.4632	7983255.2445	3267506.0058	21024197.5581	169536265.44	42168386.1369	7601442.76313	48571627.9949	13023514.8377	76312753.2158	78165172.8334	6076044.88079	10276748.695	100744071.202	58269059.7064	5389589.33167	6971839.5518	4763932.43544	1207860.33867	33012539.7199	50060756.5023	13243278.9375	22434767.3339	17919358.3218	4292411.19231	18622757.56	64049100.8074	189275957.982	237875274.411	2895001902.07	90705628.8844	94156573.4502	361400325.467	1090645663.43	493911467.51	622135323.249	83293037.7369	37335707.9339	192351876.215	58315934.5827	30160311.0829	150071965.526	167763579.01	1651119975.08	369900555.865	449456491.849	203727461.033	795918113.579
PM25	7747191.05136	20156742.161	6078666.04246	2974533.18105	13833048.8861	136102510.766	30491145.3013	5371611.54503	37784292.9937	10096385.3683	55583623.968	62715176.0082	4741815.56073	7639936.64198	63210892.3218	45239707.152	3878309.91662	5536731.68942	3914128.71983	798487.195717	26192559.2186	33957545.5678	11268361.2021	15660468.3466	14713165.1771	3348846.07571	11740398.6451	50446441.5135	137273406.23	160524116.672	1847281166.83	69547353.2433	67779689.2197	282288826.975	719863010.718	385740684.482	437387628.207	35706137.7695	23003607.7246	148679178.453	37699759.5575	23876320.1189	85253678.0491	113985688.933	1244755230.66	288392040.875	312443755.938	163759799.602	627545853.355
SOx	39794393.2336	95854197.7596	327856229.208	23044252.712	91500069.7544	1034123616.84	150106645.763	31648599.5923	188210923.09	43313935.5169	169160105.537	419385597.376	28077854.3569	23139013.3444	131727593.836	171657578.923	16035714.478	17810457.7216	10937572.9119	4640519.36389	124211985.27	215798215.092	37719828.497	110425835.62	46079803.3675	9786694.30823	36374339.0096	298143381.502	891379158.477	800317581.019	8772999968.61	643264898.327	568372495.499	872959211.369	2926228300.66	990256146.44	1421506456.87	569077892.156	91593093.5048	283935137.879	236656111.916	70368274.8018	577343242.34	1128741634.79	6134982610.29	4493883150.94	1182078337.06	2251739845.36	3438387610.42
NOx	56945391.8108	207185577.016	64744509.0232	36381719.5824	109511063.854	1487223512.55	229732574.92	34244734.0702	343449805.975	82769098.6467	499592503.442	573848738.361	45666619.452	66206898.3347	273023293.773	292937805.575	28783176.5429	55006621.1314	34104690.7728	6729501.08952	333528915.747	297027304.561	83711382.7417	68560589.8667	121478998.611	32471956.494	44708493.6876	556214308.286	1419566910.09	1156605063.09	5172517458.04	566219829.383	669566323.9	674188549.391	1230163303.39	598999760.359	1604074287.86	320318930.167	86707052.4249	447946873.343	324272229.42	186060882.611	517717700.019	484680251.117	4085910831	952718197.02	603828720.438	464221530.728	2625364876.53
Domestic Extraction Used - Crop and Crop Residue	5847.8458818	14711.1367248	10302.4521405	99.9508128413	4754.92039693	26852.8276766	6887.71826369	1470.16704943	45906.5087562	770.91376514	79341.7862112	8849.66820113	3272.25130022	18265.5494107	5994.49349792	10990.8207003	6963.63670943	246.436982798	2620.17736386	44.3093381799	18328.6112097	40612.693116	4731.53278549	20007.9843662	2657.84621187	573.735053004	4622.04818283	10587.9127026	251465.524596	622.714951647	293636.138247	90930.6782623	2719.6818812	295426.224195	156170.504701	110650.020027	86744.6211074	51605.1196032	1977.3875077	31469.4888855	4156.79912705	448.494200599	159918.960577	15110.063944	588255.061548	285273.024312	131339.961474	234447.000673	102554.593672
