impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	324551702.819	580323899.578	85758038.9594	13895665.975	226929738.809	2708457743.32	657869956.246	32164383.7423	912766651.268	260050870.813	1587565978.56	246944953.467	49278176.6073	175646225.62	597459444.816	1537443496.35	40874251.3966	68298395.8802	22923661.2808	9936454.1585	662177192.221	543581665.303	200605590.818	254390217.138	440280196.748	48484510.7404	100282901.107	2008216058.9	13881482932	2453172305.15	6120573097.57	1291788443.49	1482502882.32	1062887324.45	3287578255.87	734162207.948	1638232511.43	1235503501.63	511916329.596	1026179077.11	433214023.52	394458139.615	2142183917.23	268277180.896	6560886689.27	2930037643.59	716795160.234	2638465462.14	4363173611.66
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	39405192.9164	84268417.0927	9050130.44643	811990.019893	30087573.1782	344201426.99	29733988.5949	3341121.66648	122077697.616	21895686.6633	239964581.228	32738681.0017	6716802.07688	26780833.3206	67118165.7946	183272013.147	6011577.35624	11118432.5878	3016442.71653	1363870.40878	108843179.886	74150924.2901	24186817.7683	26960911.9335	46140573.2913	6839521.50538	15248986.7157	240988386.372	1319448692.95	312847914.278	1235062018.13	165456829.643	221997061.863	129946232.788	397793951.161	125257118.915	158913820.078	108237964.104	50943371.9082	121437830.827	63407621.656	30770401.1373	152301246.799	34856949.8477	962986127.378	323464233.384	105547183.543	327337336.548	508395885.476
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	27424244.0343	50629460.9609	6420627.49347	489849.438291	21221976.3167	233010906.514	17848509.4612	2161669.72855	85969022.9562	14071142.969	172187542.196	13495886.1368	4030353.37987	19262228.6496	39133696.5579	123038374.796	3944706.00551	6632157.6143	1896541.96073	826014.793027	72859266.3985	51003888.1133	18377355.2973	20164697.5228	33830130.0708	4611678.59796	10256957.7094	165351893.849	930747600.167	192008956.104	697840372.656	101207381.332	148322086.093	75429834.9999	266994522.355	71941875.0983	132466977.487	73175847.1067	33441315.9072	87629515.5319	40089776.9715	22364401.7109	125000933.997	21782621.2314	635124702.382	215962851.926	68367346.5682	217221885.196	375539748.962
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	11649592.1958	21681848.9234	2758695.95815	217976.510487	9131992.17422	99383615.9949	7606930.93066	955488.434323	36883618.4159	6001620.73064	72966603.9059	6022318.26602	1784279.78444	8239090.62692	16731699.7261	53658920.2076	1738451.33415	2910411.31418	857053.043476	379606.084799	31314443.1438	21800332.4104	7806834.60766	8545166.54378	14225288.3722	2002633.95616	4512604.07227	70109104.7146	392039234.154	84561165.6203	312006300.751	42659148.4531	64393006.5875	32376192.2418	116838878.477	30668930.588	56007378.1544	31290597.2737	14291421.7736	37992956.026	18009887.4599	9416262.81013	52694947.9619	9601726.88456	268206046.185	90389080.9165	29937289.7975	92669754.9572	159478406.413
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	20973241.1503	39000421.0614	4960460.39066	390491.438764	16417735.4725	178845459.535	13690160.823	1712901.84077	66331556.4552	10800195.1695	131399555.615	10785459.3965	3198144.93586	14822060.2681	30101576.3571	96331049.0661	3117491.18233	5221464.61769	1532901.0873	677785.993784	56305191.4098	39221690.5845	14054910.1246	15388262.7909	25638910.9363	3596865.18783	8093715.50839	126246013.3	706458571.47	151650949.525	558663471.843	76866332.4212	115657288.575	58222627.9712	209678577.752	55193232.4097	100884083.913	56293320.3855	25712598.7541	68249493.2527	32231675.8811	16968955.0672	94948223.522	17217988.6466	483174257.621	162996054.964	53721681.2641	166759555.677	287124922.701
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	26798037.2483	49841345.5231	6339808.36974	499479.694008	20983731.5597	228537267.532	17493626.2884	2190646.05793	84773365.6631	13801005.5348	167882857.568	13796618.5295	4090284.82807	18941605.5816	38467426.2201	123160509.17	3986716.84941	6676670.27478	1961427.60904	867589.036183	71962412.9817	50121856.7897	17958327.4284	19660846.0628	32751555.1224	4598182.16591	10350017.5445	161300565.658	902478188.547	193931532.335	714666622.218	98195906.6478	147853791.869	74410724.0921	268098016.991	70527697.7037	128887772.991	71938619.0223	32858309.6408	87245971.2657	41236619.6111	21677086.4722	121295697.503	22018852.0889	617277280.713	208190595.422	68690326.1629	213094433.156	366864125.907
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	500414720.791	1395011411	118739692.971	20018223.2992	373639358.712	4897889791.67	516843364.65	58625474.1875	1641572447.2	272941798.804	2880510137.72	390249054.904	111539397.888	311940560.716	920177670.874	2367495451.55	85296070.6499	204981168.331	96562947.8058	24610938.1953	1566680045.19	935297573.643	304379399.576	342254795.894	566205624.086	98216286.2775	189531291.896	3741280573.28	17043443184.3	5226867838.82	20135527893.9	1777146953.06	2870847945.28	1652113756.01	5306106086.52	1310846918.35	2591094987.33	1688492127.86	714114462.723	1772601934.69	1081104940.3	415955011.193	2409781832.61	501410640.016	10390780820.4	3551355082.13	1032735012.77	4470516838.25	7905210386.4
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	535341131.061	1498138768.41	128860342.268	22328098.0376	403487931.378	5274260645	560965600.079	64891848.5108	1771858123.93	294068956.477	3067350988.58	409294340.221	117874100.903	336506249.302	993554486.067	2542321335.27	93293296.1924	226812114.206	109784006.918	26956554.3778	1700702803.23	1003465030.95	333253429.77	365050120.322	612901650.612	106310235.429	208414331.846	4091589370.2	17900520144.6	5626927238.04	21071025158.4	1891661673.02	3020306151.05	1701410277.83	5454308246.35	1405194961.83	2805544859.67	1817750900.37	768285953.345	1898383622.07	1180361623.91	450464442.689	2606407348.08	528744974.75	10588481002.4	3772004419.19	1104987039.62	4724112849.82	8434903635.14
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	71156925.0257	208374695.049	17765296.3579	3328077.47109	55092255.6232	724948954.758	72749376.2408	9820633.66367	250302451.548	38506872.2125	406499021.312	49371923.7038	14992534.4776	45890314.5259	135692865.869	343588477.131	13565383.1111	35273276.8449	18543977.3194	3936966.37152	246004036.62	136390423.138	48281568.0678	48200774.2659	83426116.2694	14823404.2592	29781405.1153	594443406.377	2205942743.7	785196781.415	2690152190.9	244345989.725	384461037.025	193518428.246	622148797.749	190103499.268	404441656.268	244600215.073	100946049.423	264636161.166	175183769.394	60383797.4849	373986940.086	66878519.8035	1143456421.83	489195843.022	142736514.847	601385735.603	1176572735.25
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	768113211.106	2340307595.33	191934350.43	37124901.9066	599413450.639	7962365290.72	760105561.992	106815881.967	2739370119.33	406444579.049	4411434705.98	528770154.573	162923618.498	500860548.487	1468008982.61	3726736724.24	147127262.605	397849147.255	215949236.841	43855633.2243	2734344163.95	1497063339.97	523997860.311	523041255.221	897044429.787	160890920.005	320663165.777	6588027835.98	24149427733.1	8721243938.38	30048235428.8	2642138561.65	4239878800	2088702689.81	6889898223.33	2062782818.12	4522994517.02	2723455681.47	1091158467.07	2922688982.47	1919708003.42	645068695.588	4268499195.92	728718554.63	11946260438.1	5344395718.56	1523329853.33	6511238313.06	12892290234.2
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	1.34506413748e+14	4.6294968746e+14	3.2878508958e+13	6.65659963414e+12	1.05431509318e+14	1.46671105521e+15	1.05005134178e+14	1.95964834591e+13	5.18371485994e+14	6.26289539332e+13	7.99517696712e+14	8.69840968006e+13	2.8901307727e+13	8.89926798305e+13	2.55805867219e+14	6.62629379541e+14	2.67282269542e+13	8.09672015517e+13	4.62497153685e+13	8.33817846257e+12	5.3450064216e+14	2.76184023989e+14	9.41458404373e+13	9.3164802289e+13	1.50953583507e+14	2.88614660888e+13	5.38624611454e+13	1.2412232648e+15	4.27710172232e+15	1.68151915065e+15	5.98215366091e+15	4.54817198395e+14	7.9628848374e+14	3.59609694238e+14	1.26806287051e+15	3.7178677408e+14	8.99744402278e+14	4.95856829583e+14	1.80200742823e+14	5.73746532151e+14	3.70933478202e+14	1.03438904058e+14	8.74038744079e+14	1.30504316765e+14	1.90167885309e+15	9.58853407269e+14	2.46047463548e+14	1.14955353971e+15	2.55389731582e+15
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	56396110332.4	123404535035	14441857439.7	1745672349.38	50452668357.8	517271946363	46853631708.4	6460498940.13	177851180598	32430345567.1	330536183039	45238266394	12484039335.5	42200278634.9	103139498388	304917509482	11113976202.1	18454467239	5980590713.19	2768202313.06	160004945419	104802330406	34811850483.5	38061975856.6	63823660266	11826223338.3	32206684632.5	359413373419	1.84414967818e+12	537280318218	1.80843044845e+12	216991249623	328963559269	177025811409	583663402246	164231481296	227941415512	171017849011	85642069629.7	180223216468	116702670561	44909541790.7	189692855930	57909056531	1.42589644559e+12	397349953547	187407546850	527502058157	768501334372
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	78951.4389119	172759.440848	20217.940153	2443.88181838	70631.2028698	724151.92023	65592.8706077	9044.26820014	248980.814686	45400.9574703	462733.076269	63331.7785454	17477.0811827	59078.4981218	144389.990247	426870.632963	15558.8925056	25835.015734	8372.40503796	3875.36292761	223997.471143	146718.334386	48734.6575378	53284.6557068	89349.8034748	16556.1015904	45088.0488271	503158.706891	2581741.94224	752165.406183	2531703.57637	303779.106011	460535.313942	247829.073059	817110.670249	229916.431104	319103.109649	239419.466007	119895.660902	252301.122632	163375.948201	62871.1969265	265560.203098	81070.2646982	1996199.52336	556273.158339	262364.29248	738480.020803	1075843.56595
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	447.043459572	978.207812614	114.475974918	13.8377140277	399.93574727	4100.35224493	371.425092011	51.2072524515	1409.68952422	257.077180088	2620.07127395	358.58616687	98.9551565365	334.518838705	817.604806392	2416.89232789	88.0933369471	146.273096632	47.4001403468	21.9399064261	1268.25868214	830.7222556	275.93622359	301.708296976	505.939257671	93.7411158698	255.302249542	2849.05439896	14619.0478953	4258.61739845	14332.5610886	1720.16799221	2607.43170244	1403.25662436	4626.10879981	1301.85310623	1806.73920828	1355.67263165	678.914529701	1428.39556364	924.924956044	356.008926963	1503.5570228	458.99971306	11303.6396813	3149.91330386	1485.54637384	4181.56021398	6091.42671527
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	314.527501394	531.581566785	86.144980586	14.0269511322	216.51252133	2534.48866575	683.726510232	32.3475448772	829.966532373	260.623759309	1427.25464732	248.045747846	49.2562846272	166.966470454	579.41665922	1473.94231428	40.8396613214	64.3256496278	22.9569381727	9.51185311938	597.639192629	515.434156319	188.158793323	245.751765009	419.548591515	48.0884047892	97.1271214474	1886.05427169	12203.7380398	2212.25203884	5544.09225062	1148.28232774	1269.81086006	948.121194819	2787.24734223	658.430560388	1515.72403469	1109.01371385	505.198035826	974.892242007	409.109703517	383.924819535	1792.86776871	242.145865336	5546.09626065	2491.10120436	680.784495885	2361.0733152	3975.36838783
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	51413.9381311	110837.246474	14692.2727602	1899.4398541	39440.428778	457301.838929	74701.035068	4717.3771827	172788.864888	37371.5134211	302565.679433	35574.701157	7723.02779261	33122.6031637	91134.4334958	282420.022085	7665.32983487	12327.9865906	3987.17589625	1691.50122191	125882.568197	98916.7154784	32111.6459426	48772.9165856	65313.6827337	8381.30201983	16099.6293393	320020.662728	2812566.1526	413418.185308	1157797.02755	255746.10589	277911.464381	192964.353093	707942.843847	142437.756512	380292.524227	236391.451581	73732.5432053	226168.74765	72855.7527361	58953.4158631	534924.552718	49172.8629475	1183734.15543	628939.928635	145933.215344	557088.735148	941090.638311
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	3616.17690423	6112.27423286	990.495446378	161.254358655	2489.42375179	29140.0669256	7859.65064326	371.889210366	9543.12932461	2996.29693871	16410.9868628	2851.63908428	566.314438721	1919.90298496	6661.34211725	16947.7012524	469.610248631	739.612834633	263.961736906	109.361692476	6871.77615138	5926.62194634	2163.27359466	2825.83602729	4823.433758	552.920304908	1116.69581923	21683.7589001	140324.797571	25433.5745635	63746.8359744	13203.2394772	14599.5271908	10900.9105129	32050.4059124	7570.73140917	17431.4789313	12751.2955547	5807.94597633	11211.4494242	4703.59692674	4413.82939463	20619.2445607	2784.0965953	63763.0115846	28644.7166084	7828.4728625	27149.9983101	45714.4704578
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	138757.748706	299157.922296	39654.8088643	5125.66248049	106449.26392	1234216.75856	201554.127603	12730.7890956	466369.451346	100853.847202	816648.658216	96003.064307	20843.2801641	89402.9056234	245946.408509	762270.474869	20690.1449677	33273.4941639	10761.5702178	4565.21571033	339765.333836	266983.940263	86663.8859486	131645.96035	176263.948177	22621.3140354	43450.6341549	863669.887798	7591447.80725	1115730.03344	3124936.7891	690280.271531	750067.113673	520797.750858	1910859.94123	384448.356959	1026554.31692	638025.607452	198976.64228	610511.47514	196627.501261	159097.660703	1443958.67759	132715.909765	3194734.48622	1697612.57572	393907.29811	1503690.78956	2540240.62091
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	70446439.3221	175964430.084	18459769.4779	2136324.68063	54549676.1434	671279908.222	68548069.0365	7526609.12126	237747900.213	43564738.4345	441880114.173	47247011.204	14340165.1404	47909086.402	130047036.866	340663946.865	11934861.0648	23067746.3639	8097206.63348	2749797.37231	203908011.151	143318479.908	44986917.6968	55937376.306	90148393.7377	13624960.4468	25242266.0914	512792508.762	3184474413.81	681606237.668	2309557182.21	314238264.915	446341999.862	262460000.5	888484165.032	200705315.06	418239474.822	292154037.823	95531471.1802	266003268.391	133690401.458	67160311.8962	468043162.113	80241508.4991	2108727051.72	707905402.984	175520557.974	824597142.863	1364107587.58
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	126803.590227	316735.973022	33227.5849319	3845.38441407	98189.4166393	1208303.82993	123386.523905	13547.8963734	427946.218612	78416.5289024	795384.202018	85044.6199275	25812.2971761	86236.3551401	234084.665543	613195.101989	21482.7498393	41521.9433021	14574.9718858	4949.63525452	367034.41853	257973.262791	80976.4514756	100687.276939	162267.108026	24524.9287124	45436.0787728	923026.512114	5732053.92537	1226891.22383	4157202.91475	565628.874749	803415.596851	472427.999429	1599271.49211	361269.565641	752831.051755	525877.266502	171956.647455	478805.881313	240642.72183	120888.56095	842477.688958	144434.714879	3795708.68041	1274229.72077	315937.003117	1484274.85262	2455393.64929
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	125696629.275	282332024.776	28729590.9231	2486634.43699	97012881.4223	1106531516.35	91776879.7423	10951192.3944	391730536.9	73569345.8934	760202478.762	132180391.868	20496248.3586	86883265.7027	238621458.78	596315893.302	20138364.5276	39502407.5441	10120995.4148	4468110.31333	363177424.277	242568070.671	76228892.4224	81010391.6476	145943458.011	21917625.8243	51739766.0296	782910526.451	4004898412.34	1016271001.18	3963403064.23	598333854.499	703343292.355	431046251.004	1166551080.04	478299977.185	422757681.843	335292139.981	163596998.25	366609409.117	207034901.484	94097597.0689	421425759.841	109935242.844	3055464887.75	1107294384.49	370871214.529	1026263006.9	1474312079.36
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	4.90323191523	11.0127222019	1.12073209232	0.0969993174968	3.78444255462	43.163773784	3.57979943536	0.427201833324	15.2811864597	2.86974297903	29.6546905959	5.15555054331	0.799513642614	3.38929214913	9.30767497764	23.2620020567	0.785593363363	1.54090290911	0.394824613448	0.174303784481	14.1670368656	9.462269973	2.97372187057	3.16019577962	5.69308680192	0.854991099065	2.01838110505	30.5398537335	156.222904799	39.64292176	154.601919535	23.3387107341	27.4367444064	16.8132712558	45.5065605952	18.6566067934	16.4927881736	13.0791331709	6.38153525429	14.3016753631	8.07646218773	3.67061878295	16.4405156159	4.28841462717	119.18424631	43.1922104675	14.4674062982	40.0321167345	57.5122166751
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	631254209.983	1953346392.23	148493161.336	26462284.8863	475703002.227	6461449003.4	557564583.726	78694757.2692	2219960906.85	315329310.506	3719798226.08	466397091.387	140985371.129	400091501.852	1162844637.61	3029154981.43	112504162.649	304267214.653	156538892.538	33844665.7985	2192574333.17	1231940713.91	397953743.227	436568169.514	697541943.206	127236911.725	234982394.34	5095796619.64	21432894610.8	7169065045.42	27631297487.4	2206958129.57	3776856551.55	2014752501.25	6753426795.75	1693315477.73	3676764830.88	2205715275.61	865160148.381	2458435907.62	1504837493.67	494696201.213	3511581688.45	637336802.923	12050349789.9	4542302237.91	1229044233.61	5630784923.38	11012790647.4
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	2.90637281163	9.03219269885	0.684707172883	0.122679633239	2.1935694901	29.8238568135	2.5556566117	0.36466517038	10.2585684683	1.44803438542	17.1321419312	2.13707470165	0.648169444839	1.84517310003	5.36053745798	13.9608506859	0.520267937281	1.4142597144	0.731414326421	0.156759025528	10.1506861296	5.6833526647	1.83998022399	2.01013157135	3.21349531472	0.587265374183	1.08503245799	23.5905258469	98.4394818421	33.1348908863	127.296293361	10.1483119305	17.3820895361	9.21839743146	30.9519020555	7.80533603623	17.0247010992	10.1768313859	3.97986783765	11.3603183192	6.97014596995	2.27600963118	16.2720457016	2.92998560684	54.9292000122	20.9058532673	5.64554511475	25.8831814502	50.8761207939
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	1815836585.59	6249820780.71	443859870.933	89864095.0609	1423325375.79	19800599245.3	1417569311.4	264552526.698	6998015060.91	845490878.098	10793488905.6	1174285306.81	390167654.315	1201401177.71	3453379207.46	8945496623.81	360831063.882	1093057220.95	624371157.475	112565409.245	7215758669.17	3728484323.85	1270968845.9	1257724830.9	2037873377.34	389629792.199	727143225.463	16756514074.8	57740873251.3	22700508533.7	80759074422.3	6140032178.33	10749894530.5	4854730872.21	17118848751.8	5019121450.08	12146549430.8	6694067199.38	2432710028.11	7745578184.04	5007601955.72	1396425204.79	11799523045.1	1761808276.32	25672664516.7	12944520998.1	3321640757.9	15518972786.1	34477613763.5
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	15064718.3397	51850364.9956	3682393.0033	745539.159023	11808329.0436	164271638.183	11760575.0279	2194806.14742	58057606.4313	7014442.84052	89545982.0317	9742218.84167	3236946.46543	9967180.14102	28650257.1286	74214490.5086	2993561.41887	9068326.57379	5179968.12127	933875.987808	59864071.922	30932610.6868	10544334.129	10434457.8564	16906801.3527	3232484.20195	6032595.64829	139017005.658	479035392.9	188330144.872	670001210.022	50939526.2202	89184310.1789	40276285.7547	142023041.497	41640118.697	100771373.055	55535964.9133	20182483.1962	64259611.6009	41544549.5586	11585157.2546	97892339.3369	14616483.4776	212988031.546	107391581.614	27557315.9174	128749996.447	286036499.371
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	23741105204.1	54204682663.2	6669112944.56	961184177.722	18285830760.9	216722585760	34901675990.4	2238193408.45	84827694126.4	17427668670.4	147438869392	16707038043.2	3454729490.67	15045015568.5	44246761726.2	135984408417	3495326229.16	6052601007.28	1876317256.09	850180498.632	61660322673.1	45467963420	15297586508	22324151343.9	30389138596.4	3853746901.35	7403765880.95	153362068644	1.46559366837e+12	204839879669	584138860373	130275313318	135375979360	97210600172.8	367964104548	69147050515.6	188754367975	123067998193	35121792697.7	108745474785	36545531219.8	28510043588.8	294316342914	24608446482.7	540966973645	327954918397	69815528208.8	272088648772	441347129702
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	23741105204.1	54204682663.2	6669112944.56	961184177.722	18285830760.9	216722585760	34901675990.4	2238193408.45	84827694126.4	17427668670.4	147438869392	16707038043.2	3454729490.67	15045015568.5	44246761726.2	135984408417	3495326229.16	6052601007.28	1876317256.09	850180498.632	61660322673.1	45467963420	15297586508	22324151343.9	30389138596.4	3853746901.35	7403765880.95	153362068644	1.46559366837e+12	204839879669	584138860373	130275313318	135375979360	97210600172.8	367964104548	69147050515.6	188754367975	123067998193	35121792697.7	108745474785	36545531219.8	28510043588.8	294316342914	24608446482.7	540966973645	327954918397	69815528208.8	272088648772	441347129702
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	59905576926.7	131082320879	15280304061.4	1814116966.23	54020550797.6	549256232211	49016405054.2	6932769778.73	191592785770	35435270482.7	350408904219	47839601762.8	13170550773.7	45263437792.2	109394953373	324202943265	11901283826.8	19569763811.2	6547437792.33	2983502242.23	170791065192	112700948573	36628987624	40580555909.5	67652482297.4	12520257631	34387736723.8	377877782980	1.94905973861e+12	564295131299	1.91776517393e+12	228864306402	349234100554	190123117295	620536015322	173962448919	239064787052	178736449172	90849723367.6	191948393192	122781119209	47329595982.4	198694587279	61197222492.4	1.51038115764e+12	420457204313	206274559363	553359377273	806918386357
Nitrogen	107506376.782	256214290.392	23497914.6414	2325371.75034	72821309.7719	1020203599.67	78369865.0522	10478880.6433	396806456.843	48011193.6955	526400399.826	65531977.7855	19492162.7489	59646117.0077	164819587.018	464516064.264	18926991.6765	45786349.2101	15916171.4259	3463366.44417	341506583.391	191130481.809	69104863.5783	78896528.9874	107750739.741	20304814.1678	35984350.189	795370337.293	2439779801.68	1098092322.05	2839187822.1	380539453.021	538652469.432	265417358.589	698093656.048	401835534.708	664347740.661	225662181.386	106974326.448	318675301.158	203367311.967	74659670.2977	347302636.43	79970280.0837	2268246777.24	781384684.064	184230062.822	1113145258.85	1463651216.51
Phosphorous	33805183.9769	104699012.379	6959616.51784	745773.077446	22304455.2773	421426187.227	27820003.5237	4374776.70947	161355731.2	17281634.8715	233536519.359	22075146.3754	6609843.94629	18999629.4777	63425727.2559	198077466.094	6231161.76961	18610599.5369	3820814.35602	1245054.04422	153759508.636	65610896.9218	27953568.4916	18731070.7644	39199347.1961	7168320.70603	12683944.068	388496558.921	1648168682.02	471498269.117	2139271502.83	156205916.979	259378207.702	148351525.328	211627549.74	112704214.652	329693405.242	91038671.472	45544279.6672	304351282.849	163784420.527	27235996.422	216314290.804	36906077.8039	1686781090.23	312497309.755	60665089.9391	443892066.884	1294631122.32
PM10	40608193.7894	94738842.4383	11314570.8514	1181085.37923	32032588.1961	378832670.551	40969936.4899	4440357.72011	135531410.33	27174285.3868	258965810.575	26591655.0786	8676192.82376	28619366.5591	78094165.5859	196422341.924	7219907.12217	11928110.8947	3534643.20448	1502307.25906	114372434.809	85859513.368	26053152.6022	33085572.7592	53439995.8184	8176580.29088	15022722.0259	291992482.579	1967267968.92	391759334.171	1258534161.41	196327189.671	269288714.214	156582742.13	558151254.704	118012462.879	252878232.781	183325966.213	55646243.3309	152717541.596	77896894.9867	41373077.8438	292247059.159	47185948.5027	1296826034.54	447067217.755	113025898.096	515586079.55	776312600.116
PM25	29267398.6182	68016838.4326	8247978.01854	922637.352359	22829702.5412	268938111.015	32225536.6642	3312279.87262	96889798.761	19998076.4821	186208549.158	19599567.9619	5883437.89707	20167884.899	57411527.1606	142734597.372	5184644.78963	8672336.98092	2589950.37857	1118701.07429	81191186.4111	59439418.5915	18883787.0445	23735010.1895	38832702.671	5864906.72572	10733292.8476	209680931.684	1413251048.83	272661213.264	905496196.464	140334209.168	182015753.884	111879172.232	399943364.278	84383250.0526	179390291.086	132678089.65	40949726.396	109389834.201	56741429.9769	30619378.4876	215123951.795	33671028.0045	855569481.517	321512583.196	79774447.4152	360893908.922	529150505.41
SOx	171789954.554	423846058.088	37557300.9792	4854468.69556	120076216.86	1551131005.1	183548914.892	14895707.8035	499602304.691	96328144.7538	996377696.19	155500090.877	40994978.4681	100254663.178	297947266.114	784743706.271	24263295.6088	45607836.6156	12873856.5842	6613257.13096	441513277.747	303713711.043	86742980.9972	118481272.215	184474901.539	30591819.9521	55204398.2293	1028475083.92	6500799549.16	1596089473.64	7301674375.15	636190985.054	1047378115	708955133.324	2231967119.7	435511007.637	732470790.839	540631794.101	245002980.958	553985786.661	293601824.05	139168481.646	665637161.322	185659363.583	4814717292.83	1256919807.6	370977781.442	1648193307.99	2519099811.95
NOx	158165613.711	291443911.141	42146293.1219	7085272.77607	121760313.181	1380004439.37	257196301.868	18803699.768	425460215.588	114328512.275	811422416.935	128984839.427	32221921.5792	98525976.0748	306817148.268	731358771.867	26844542.6953	41422675.375	14240384.2162	6671961.1425	363431361.602	257991972.932	99344568.6725	102073034.019	206679982.099	30670456.5495	74229863.4985	1042554969.37	4798809757.89	1242444433.69	3604682135.25	572168742.233	679995682.94	452078319.93	1197855015.94	386870679.996	545192227.07	492787601.775	263650926.086	379759205.477	270642816.776	166943194.242	425165073.92	139657701.869	3141473848.75	1017999213.62	387931999.504	1307024452.63	1592424897.53
Domestic Extraction Used - Crop and Crop Residue	14709.6832891	38651.2284981	3274.35976884	247.308717222	10588.1117326	141823.9363	9266.92086772	1675.26695079	67265.2254119	6710.51881943	89519.6067825	8572.69150946	2334.57869002	7212.67717739	19295.8860079	63865.7961981	2651.78758465	7898.22807074	2054.72690504	413.089061703	51415.2832697	23992.3194515	11824.6604297	10700.3333205	14379.5457792	3239.03530003	4910.19885399	97841.6355639	416247.069524	141311.744259	456545.841223	59119.6621884	69949.8060013	34289.5357593	140277.864017	45586.2596264	84838.5496201	29422.9164121	14741.4356836	37611.1589002	34294.2503729	11009.8508243	47306.1403351	12711.0661556	327389.56621	106866.967426	29055.3624644	201501.47738	234826.833609
Domestic Extraction Used - Grazing and Fodder	15983.642946	34162.0735104	3228.0997337	337.951013118	9598.72547939	134556.481806	12763.3626985	2233.36573694	58562.9745087	6878.67381828	93213.1065574	11835.697253	3980.17108709	9050.38687043	24806.0793799	101568.609517	2829.31278999	6656.8245549	1526.28884519	637.64756045	51733.8686036	26228.5400683	11898.7320462	8393.58474425	16323.8266363	3135.46290758	6221.88667471	114543.122621	452809.414713	148036.610335	862076.790365	46093.7390829	77983.4411767	42871.8796705	63439.4625841	34053.8077744	98398.1393985	33602.9647494	15961.3820394	118631.889094	73360.9004591	10036.7972652	58515.0073432	11888.4355313	292052.874011	81222.3568291	21207.8332838	99224.2361521	448397.925706
