impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	473866417.559	896918096.777	146819942.666	223051160.221	475224814.289	5360272109.94	837446398.877	70900121.0013	1910227403.77	338042994.846	2886110804.73	2609818572.59	126549881.483	415110516.075	1216869252.21	2801946566.89	84788284.5658	107479948.026	62859948.0395	12295103.5214	1315161038.36	1421798215.5	299488762.452	504975689.175	579077445.228	91747190.1355	208976960.414	3367372675.67	21799094061.7	6846129498.04	130268032136	2350617417.49	3781714932.19	5202408506.83	28582437202.3	2875769408.73	11551096564.4	1795026243.67	701286014.024	2992830527.55	1292073401.89	939397356.996	7142411776.73	1744934036.71	20911386321.3	8578537975.43	2840058497.52	19223749899.9	9888370914.56
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	63044828096.3	114192584967	19370122611	66180746683.2	47770809486	873717309203	191551907796	7865941993.24	214766310585	55098055363.7	320041937135	730296239494	16330823068.1	38171682617.8	133077440397	398153317922	11435627880.2	15401356068.6	6811706458.44	2156962575.67	139286795931	127498721344	43402434781	55370794924	91110362875.7	10748567348.1	21224478550.6	562792465349	3.20146727705e+12	1.07065469822e+12	9.50292824746e+12	352304458520	404028081837	763581323217	2.03484779772e+12	435337252623	1.26519167942e+12	258033596985	105413957745	347707226274	278692116806	196238059183	708639024268	145708798071	1.94743537718e+12	1.36899138333e+12	307112086221	1.46178255312e+12	1.36551979378e+12
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	336804591.482	615429305.686	105847547	382978834.776	246568237.558	4859935115.01	1092705346.22	49388705.3046	1089229188.83	303075367.447	1664809813.34	4235027906.02	85107507.0824	184783463.355	677033735.917	2126484069.34	58547634.7436	83298800.0715	31722919.5327	11828376.0099	721342387.064	652351302.34	233790629.773	286364856.24	516668213.15	54068061.5711	109107046.803	3092559994.56	17030955321.7	5704989127.17	51545911739.4	1909572632.52	2065907495.17	4007022021.93	9495003777	2265827897.86	6725033661.9	1514032239.62	601700923.154	1838201511.88	1544122230.19	1121286003.51	3322765741.59	643009526.056	9803751506.23	7347372235.98	1624000458.56	5982920835.57	6775898438.59
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	63553008.1344	108381363.121	37480499.5752	36065108.879	77303029.5129	610482855.777	51119539.0526	11737121.2035	247533961.977	38247993.8285	389816869.344	121483245.791	25397639.8315	77182115.9597	118604309.141	349655625.47	18064452.7881	12281696.6043	11998641.0346	2090444.88931	128846373.352	234030450.489	44409995.9122	98111167.78	61611142.1745	16994772.1063	22935656.6613	371417903.356	4317682457.11	857300390.204	9471862311.5	432532439.57	399360845.712	697579617.795	4636133676.34	561622899.222	862064686.924	295706439.441	73127382.4963	290562679.434	146055206.135	54699114.2228	1330501993.11	249082665.131	2792483296.91	1104724407.89	405189430.243	3471635244.24	1534266756.69
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	42266216.423	63657804.1348	15646814.1846	2967245.36237	49178249.4534	417233647.568	30660065.324	6448095.01828	167241454.403	25147729.0326	248533106.014	40882979.7767	14571357.9312	44199530.3001	97766320.3631	212969336.017	11927272.3934	7099233.78448	6951289.45739	1240956.34492	85282817.5571	146363522.515	30412202.7486	50368470.5992	44016511.8815	10954700.0522	15664617.8581	251103520.77	2663318546.92	543561527.86	6802981151.74	229092788.612	272127549.238	438764528.728	3246906103.73	307130218.299	563546395.969	165085272.659	52273498.1739	178158199.991	83881710.9631	34055065.6346	986564889.522	139290982.109	1649591327.42	697895528.01	203340114.341	2138669958.53	824183624.432
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	17829867.0728	27056710.9878	6717144.9257	1223536.09852	20734201.6819	175212269.042	12923209.3148	2752949.12954	71029412.7611	10777700.3617	105270356.251	17330475.8292	6110360.79268	18608408.2073	40394443.474	91202057.7061	5044752.30648	3107820.81408	2938706.44318	549505.217887	36519961.3949	62773586.8628	13015797.9025	21541650.6601	18541805.1753	4626016.9445	6843925.10442	107681398.729	1109689507.46	226282981.395	2817192998.77	96512991.2441	115142115.097	196726620.58	1359569487.92	131538216.315	239642060.694	72006561.6655	21964507.2851	77895663.368	35572328.0001	14345139.2849	413135592.3	58426133.4916	700545904.3	298963758.076	90031304.8409	915495747.243	350876815.079
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	32124263.1312	48708290.8875	12079321.167	2210026.27157	37359302.6525	315839152.219	23285987.0529	4953530.48016	127879804.171	19384871.7496	189582288.653	31207886.6241	11016316.9325	33534282.3575	72946613.1032	164050745.572	9086562.85777	5577065.3713	5293449.04072	984910.982437	65691006.2008	112896255.802	23413859.3644	38753770.4838	33412188.4589	8333793.85281	12284181.3432	193664203.858	2002070130.46	408292409.977	5086162198.17	173913989.172	207384438.738	352145997.907	2451551562.18	236603406.863	431388005.36	129267632.06	39590855.2843	139804143.319	64054085.4137	25849916.4057	744952086.775	105332837.652	1261258332.1	537745655.915	161370227.711	1646830257.75	631546859.559
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	41039196.6675	62236646.3814	15437893.6299	2821794.32083	47726403.4934	403445286.741	29747591.7103	6330005.04493	163394510.552	24773721.9304	242217466.779	39873124.5387	14071497.3289	42838486.4612	93143834.8402	209651774.425	11608939.011	7130975.77834	6762802.2623	1259663.59138	83950986.8982	144283049.233	29921758.3157	49524595.8138	42683091.0465	10646802.3251	15706143.8954	247504903.222	2556914884.19	521433900.674	6494758697.56	222170484.794	264955496.286	450509308.197	3131336306.14	302372515.02	551209035.707	165270912.893	50573108.9269	178751975.003	81840249.4138	33022486.0481	951519882.925	134545904.398	1611531284.25	687227534.953	206385880.131	2104578131.37	806985267.098
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	690887302.492	1620999165.86	481672512.856	190174521.287	819019318.006	7747390090.44	853521996.655	125838519.356	2959000541.18	465889485.342	4448490248.91	2439168911.53	179769527.075	486889012.76	1141067044.99	3664838834.42	212305397.853	228031557.943	146399302.679	30400350.9011	1897275832.01	2878956547.96	575871274.585	954331994.033	768635270.594	163014958.149	297354494.683	5466890091.89	39673090445.7	8229169811.43	122330658166	3484577660.48	4355706022.36	9142372956.98	34734293694.7	6071097149.62	9556793872.28	3518979392.56	892710518.18	3726515050.41	1764578147.56	825324915.589	6387716093.26	2623189248.21	34406378767.5	12311812529.2	5022888468.79	19981002719.1	15775343566.9
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	759761349.697	1762258825.9	464267072.863	204557682.817	891017186.575	8506067553.79	939354491.933	131759708.293	3303112463.92	517077471.157	4945183819.31	2542890116.45	194067342.079	540479950.087	1251026702.33	4054731825.39	243926438.368	253724820.308	169692369.174	33136097.5454	2095070863.49	3034303366.56	654499773.088	1002601612.01	849620980.103	183140219.859	325641539.687	6083703643.38	43547010496.9	8967225731.3	126280178494	3797785392.81	4699459237.95	10227994562.5	35667973261.7	6669140623.28	10412999113	3738521213.47	969667367.907	3897617497.08	1932061698.7	905857709.874	6957516461.85	2677433375.99	37809103399.6	13369623984.5	5085674564.86	21989399322.9	16942392695.6
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	108425003.785	251935105.946	36242517.2908	22817185.6236	125238534.969	1198489765.52	126886800.899	16436236.7334	508797906.747	76133381.4067	748570810.335	252420676.016	25490296.0409	79529403.0594	178141873.937	587938059.255	39894901.1514	39650234.7707	29313678.4926	4626440.77484	315116012.938	382335092.62	104136278.327	122568882.021	124274727.326	28255506.3504	45867303.8337	914802300.048	6120390957.03	1226345178.68	14338432280.1	516123063.553	618602586.211	1676699684.09	4116523420.51	981122319.758	1378454434.83	463675844.448	131339368.95	491068589.13	263065214.05	119422415.791	1028693624.75	281066150.056	5700473683.61	1915431702.94	535437350.2	3618294179.17	2215467876.42
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	1159910570.59	2811312704.66	376551709.685	223200652.327	1352489652.15	12810532608	1317565773.53	174302598.289	5534887055.43	773077104.899	8120671194.67	2442596397.8	265882666.773	849655932.679	1934438296.25	6294282042.93	423401728.202	445006121.974	328936021.802	50666441.276	3486532340.27	4098040825	1141185485.84	1320169782.36	1316262750.44	308396664.842	492984648.319	9910569149.79	65308003148.4	13158875362	155456511288	5384244952.58	6596558214.53	18032345922.8	43468315193.2	10847622909.5	14426698883	4783980549.55	1415727426.04	5148481986.85	2735837732.89	1224379920.81	10538366300.9	2924454050.34	64717443944.8	20812623589.1	5806179051.52	37682618316	23244571640.9
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	1.91727939282e+14	5.38518982378e+14	5.5557219616e+13	1.41294962649e+13	2.36521805974e+14	2.08018956402e+15	1.77131432431e+14	3.04314266504e+13	1.00204549529e+15	1.14585120939e+14	1.44954327959e+15	1.41854922066e+14	3.95177335506e+13	1.40573065053e+14	3.34189424064e+14	1.0359345989e+15	7.0345278249e+13	8.82872106697e+13	6.39602830706e+13	8.87823154978e+12	6.59825060277e+14	7.09372984895e+14	2.02384293775e+14	2.22747180707e+14	2.17008667037e+14	5.44619134982e+13	8.22708312072e+13	1.73285177048e+15	1.0528652178e+16	2.12835854139e+15	2.63908515203e+16	8.05165250155e+14	1.04098357607e+15	3.51738736243e+15	7.5555692093e+15	2.03015096512e+15	2.04284461218e+15	6.9036471624e+14	2.31592971077e+14	9.0357548937e+14	3.9346437481e+14	1.5151744156e+14	1.82199192227e+15	4.24773878971e+14	1.31097755881e+16	3.85033864499e+15	1.00503210828e+15	7.59418859736e+15	3.61073081877e+15
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	109889434614	190182382396	42315127515.4	14073192859.5	136968940338	1.1410437736e+12	81551900716.7	17235561963.6	406403287594	74999107103.4	616415732698	160735336654	25912841060.4	91468112096.6	126184661253	597725404755	27588140459.9	21306515058.6	14468392914.4	3505174590.29	259455498531	417374277888	84349554468.1	120166961232	98957643396.5	22810817836.5	53727645183.8	717764275616	7.03491556032e+12	1.47227627802e+12	1.44248133257e+13	644820329558	878504082949	1.07719117946e+12	4.51906680609e+12	713194102657	1.8144262789e+12	635694065123	124919329059	616954436047	292698573734	89339512423.9	1.1700286305e+12	334795351201	3.57284759753e+12	1.37245225872e+12	579723987357	2.8429021955e+12	2.7094445398e+12
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	153840.902711	266247.467325	59239.7005125	19702.2649678	191751.205538	1597415.59835	114168.778761	24128.9409888	568944.990043	104994.290986	862952.749924	225026.133245	36276.9787083	128051.997976	176652.471746	836794.371715	38621.6468424	29827.7966173	20254.8977935	4907.11360238	363226.366351	584290.265199	118086.295283	168229.394862	138535.014397	31934.2237999	75216.8688772	1004836.03505	9848665.48908	2061148.53998	20194305.9069	902727.784472	1229884.07466	1507970.33276	6326482.83148	998440.791674	2540149.53505	889952.536297	174882.736882	863707.395308	409765.561398	125071.627411	1637967.12034	468703.194082	5001827.25266	1921352.75537	811594.01039	3979752.78675	3793133.05587
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	871.179041109	1507.70714627	335.442340022	111.589624386	1085.87878298	9046.21637693	646.519111098	136.629734682	3221.63222086	594.5300688	4886.54951312	1274.38028847	205.416033621	725.110446281	1000.29771509	4738.42506893	218.692973375	168.886280668	114.689206849	27.7831143349	2056.83034319	3308.83948581	668.670261826	952.575075658	784.466250167	180.826146244	425.920175047	5689.90403874	55774.7538255	11672.7861239	114362.541325	5112.11913721	6964.97498288	8536.19138776	35820.257662	5653.34619889	14384.9144246	5039.51802098	990.342264717	4890.63190975	2320.56930009	708.266019606	9273.33318622	2654.20940488	28321.8340394	10878.1922627	4595.15988519	22526.8978805	21480.1703803
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	325.422095588	567.403702815	103.721198558	411.26601073	229.425861817	4826.65040401	1147.5380964	44.7906468014	1006.83687381	302.755844416	1507.40989633	4530.8386564	85.5485223843	174.756760202	631.980792399	2091.74059623	57.3140852083	80.478565592	32.793209251	11.1352695142	656.828794947	594.646832435	224.443866361	270.837100571	499.383387286	53.3128467352	103.370096716	3046.29197165	15410.3807262	5604.21485635	40050.2992428	1773.49397052	1814.69416421	3407.0664552	8466.3268411	1906.16821503	6542.87838956	1321.88737339	580.161087779	1717.96877278	1601.31246068	1150.78829133	3018.35661204	552.656964744	8272.56723552	6109.77749429	1742.04035416	5279.29616752	6094.66944887
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	53625.4516805	114585.476748	16812.4228932	35390.7015169	41386.7228619	660824.362974	114170.159777	6060.08600169	194635.031943	41896.810768	315461.657186	396332.769673	11113.4177043	34351.5084509	100084.738644	340621.876624	9396.99379117	13745.6955157	5193.33284578	1882.7441878	132226.990579	111430.551682	35633.6940463	53230.8293028	73045.1395535	8904.8609418	17094.2815353	420532.545744	3225698.48507	746287.563335	7132352.76348	317545.967248	355004.775025	944257.737096	1950866.67127	552524.379178	1537131.40224	264989.107701	81857.7200362	332059.158047	180817.198461	123940.85981	651861.52755	139227.565686	1990297.59817	1799299.65832	373631.351938	1424895.31922	1511753.06786
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	3741.41111846	6524.02908126	1192.48258327	4727.32002276	2637.79594857	55487.3919324	13190.9172044	514.869036535	11576.2408341	3480.57204238	17332.5436896	52080.0736177	983.480013941	2009.42235223	7265.5861081	24049.1633797	658.971240174	925.282188383	377.039330231	128.022513544	7552.17326762	6836.80850308	2580.3492538	3114.10646325	5741.09706442	612.965815479	1188.44873743	35020.1649447	177187.393686	64422.6565282	460303.745178	20389.618436	20862.8366756	39180.8612559	97350.4538374	21921.9473798	75247.6394563	15198.1121703	6669.623453	19752.0514291	18407.5601431	13228.5627762	34704.3677239	6354.65186794	95116.7404776	70264.8162215	20035.9680496	60709.161704	70086.4499791
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	144725.787478	309270.203182	45373.4584484	95469.5787277	111699.464408	1783242.44462	308024.052215	16351.1576935	525314.164426	113062.396728	851456.887398	1069154.18189	29990.1116484	92718.8917047	270099.767299	919290.846414	25361.8084145	37097.9221933	14016.5942769	5081.20504627	356883.058465	300741.035897	96165.8234768	143673.216897	197121.280545	24033.6625121	46134.2619967	1134813.45813	8706248.30489	2013742.41154	19243871.4513	856996.063508	958086.213847	2548830.88896	5265626.14205	1491462.12243	4149343.73492	715176.05377	220897.238174	896204.086729	487876.690715	334405.423751	1759411.51721	375795.031094	5371902.80884	4856926.17567	1008642.40809	3846247.44346	4080654.99542
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	100351937.082	206101160.258	59109075.6738	20675308.6172	142707718.366	981085142.841	135796118.764	27304375.5792	387063127.355	72882263.8979	710015573.177	284346482.307	40879213.8449	125299652.65	180666316.027	640934919.311	32607353.3187	25066866.0025	27837851.825	3508286.6499	233991443.989	431309607.619	86288575.8713	173125596.338	116315092.719	27756386.9557	42144796.8734	673321895.683	5257361069.63	1144563633.05	30531637708.4	511271190.523	684618574.081	1457132157.36	14435190012.3	910759772.304	2008124376.2	501641806.778	128346325.322	667819267.074	217851605.611	147664330.055	2751614754.9	634178375.082	6640864683.36	2502521940.3	841612620.429	8334027768.62	2524921035.7
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	180633.48588	370982.087043	106396.335957	37215.5554579	256873.892042	1765953.24846	244433.013135	49147.8759151	696713.625731	131188.074518	1278028.02644	511823.667517	73582.584632	225539.373881	325199.366813	1153682.85048	58693.2357189	45120.3586394	50108.1331179	6314.91594604	421184.597338	776357.290883	155319.435923	311626.072436	209367.16597	49961.4962905	75860.6340738	1211979.40697	9463249.87086	2060214.5283	54956947.727	920288.138441	1232313.42795	2622837.87459	25983341.9529	1639367.58373	3614623.86573	902955.249213	231023.384505	1202074.6774	392132.888447	265795.793408	4952906.53945	1141521.0724	11953556.3924	4504539.4781	1514902.71316	15001249.9406	4544857.84789
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	227704342.954	389408348.092	127859604.481	209871231.165	284047347.805	2061103280.72	166610857.001	43820725.6937	896476944.082	133437132.369	1462486427.71	378335129.49	103409324.766	328601648.227	375295258.131	1333905260.62	68936794.6827	44664338.3808	51385798.6026	7283194.41094	445164438.698	784319039.802	161354090.108	387677564.053	205406905.112	66114022.6269	75626854.6253	1259348136.33	16684969295.6	3207851808.13	27272805998.3	1806353792.09	1352596556.86	2600056484.55	16048779671	2275148311.56	2988844686.55	1052953833.1	236752788.264	952328497.857	540737627.347	177571700.078	4980289518.4	880687628.8	10854766973.2	4035563916.04	1412608334.25	14467673036.7	5984549844.44
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	8.88220051443	15.1892248225	4.98665309144	8.18488035871	11.0798130403	80.3986149172	6.49868225857	1.70924223606	34.9700728424	5.20514459179	57.0476694924	14.7538723742	4.03355407722	12.8174805979	14.6403412939	52.0319351846	2.68907989691	1.74223251256	2.00438008997	0.284103959208	17.3650891259	30.5940267915	6.29427114031	15.1213123429	8.01263636447	2.57894325639	2.95020862911	49.1255338785	650.815657447	125.12639345	1063.8258331	70.4569210762	52.762083635	101.428688633	626.030164165	88.744315662	116.587689089	41.0718773072	9.23533157524	37.1482298325	21.0918110137	6.92632079822	194.277732697	34.3506494544	423.405659425	157.41786249	55.099042728	564.351953495	233.428510019
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	845755212.663	2229838879.95	533954477.293	151709368.591	1042685899.8	9347977677.47	904451299.323	156360505.289	3948478879.91	526975720.924	5843408502.22	2009800320.46	202920807.368	598988681.914	1444940660.78	4483035686.07	266339258.222	331618720.506	216741890.165	38810761.8822	2616035720.72	3569554354.22	763125246.462	1160621772.35	941148990.569	213550724.095	366044384.159	7055876700.88	47603223341.3	9871021968.59	148055471109	3954982338.94	5116043030.34	13136685196.5	42544941400.5	8249289386.34	10467516618	3894856466.76	1078451350.92	4644126625.67	1952494320.99	833342482.063	8063405839.77	2905122992.93	50457409097.8	16407194846	6087800833.98	29195665051.4	18308267390.8
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	3.90350898893	10.319005434	2.41013061741	0.683403794481	4.81255030542	43.1124857983	4.15128417687	0.71751103818	18.3125182529	2.42816688755	27.0732620722	9.01595137714	0.931188504861	2.7685471021	6.67449278402	20.7073526363	1.23752875562	1.54142632803	1.01264414532	0.179194029297	12.1294482409	16.3922094016	3.54650058971	5.32328986096	4.34682103642	0.990641097566	1.68885767238	32.6763067846	219.490695912	45.4681868655	677.390990217	18.1780969676	23.5141662134	61.078363981	194.630540675	38.2065819763	48.0382638423	17.816720297	4.96681511599	21.310852985	8.97081631509	3.81521705153	37.2110206857	13.2145173981	234.26731989	75.8345021947	27.7868013028	135.558890164	84.0528278897
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	2588327180.3	7270006262.11	750022464.816	190748199.577	3193044380.65	28082559114.2	2391274337.82	410824259.781	13527614186.4	1546899132.68	19568834274.5	1915041447.88	533489402.933	1897736378.21	4511557224.87	13985117085.2	949661256.362	1191877344.04	863463821.454	119856125.922	8907638313.75	9576535296.08	2732187965.96	3007086939.54	2929617004.99	735235832.226	1110656221.3	23393498901.5	142136804403	28732840308.7	356276495524	10869730877.1	14053278276.9	47484729392.7	102000184326	27407038029.1	27578402264.4	9319923669.23	3126505109.55	12198269106.5	5311769059.94	2045485461.06	24596890950.7	5734447366.11	176981970439	51979571707.4	13567933461.8	102521546064	48744866053.3
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	21473529.1995	60314126.0264	6222408.59699	1582503.58167	26490442.2691	232981231.17	19838720.4323	3408319.78485	112229095.472	12833533.5452	162348847.314	15887751.2713	4425986.15767	15744183.2859	37429215.4952	116024675.077	7878671.16389	9888167.595	7163551.70391	994361.933575	73900406.7511	79449774.3082	22667040.9028	24947684.2392	24304970.7081	6099734.3118	9214333.0952	194079398.294	1179209043.94	238376156.636	2955775370.27	90178508.0173	116590160.519	393947384.592	846223751.442	227376908.093	228798596.564	77320848.2188	25938412.7607	101200454.809	44068009.9788	16969953.4547	204063095.295	47574674.4448	1468294865.87	431237928.239	112563596.128	850549122.904	404401851.702
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	25358998235.2	56395372157.1	7678452887.7	16353673531.9	19577713234.8	311047313810	53117633825.6	2536319786.11	96321747695.9	19609220481.1	154627218906	181643515347	5243558007.43	16143349075.7	47956238799.6	164606767315	4520683336.49	6739689708.04	2444618447.49	945301393.692	64816023162.1	51683895828.7	17395779104.4	24954382460.5	34419335601.6	4230838095	7852040163.41	203130890004	1.67970490996e+12	346504591723	2.92117108054e+12	161247797763	171795986544	530965708263	966025684793	310316829631	712154615142	132566509655	37939246833.8	158756536670	86739429902.3	58602703490.5	354262214978	76764171779.9	1.01184942768e+12	1.00926186108e+12	151255280372	784692080656	791066868315
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	25358998235.2	56395372157.1	7678452887.7	16353673531.9	19577713234.8	311047313810	53117633825.6	2536319786.11	96321747695.9	19609220481.1	154627218906	181643515347	5243558007.43	16143349075.7	47956238799.6	164606767315	4520683336.49	6739689708.04	2444618447.49	945301393.692	64816023162.1	51683895828.7	17395779104.4	24954382460.5	34419335601.6	4230838095	7852040163.41	203130890004	1.67970490996e+12	346504591723	2.92117108054e+12	161247797763	171795986544	530965708263	966025684793	310316829631	712154615142	132566509655	37939246833.8	158756536670	86739429902.3	58602703490.5	354262214978	76764171779.9	1.01184942768e+12	1.00926186108e+12	151255280372	784692080656	791066868315
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	120324516926	199135404105	45088339184.1	14523536495.9	145046865434	1.19183274159e+12	84527843815	17871340008.4	425192737148	79032615481.7	650582125959	164928758967	26851741378.9	96935152184.3	133603405677	634384465261	29615824297.2	22453773189.1	15977031273.3	3934876185.32	271499292976	432124912417	95308577271.1	126241324550	103902775594	23946692014.7	57126734075.3	750140511664	7.57247029103e+12	1.62792380573e+12	1.48695314164e+13	679075559274	901904758776	1.12922253443e+12	4.67129717956e+12	745380938711	1.90805120737e+12	660750619752	132688719102	641234345389	302461490377	92355913254.9	1.20814662313e+12	342459897680	3.72201032099e+12	1.46915416169e+12	623808302043	2.95925818836e+12	2.78383768004e+12
Nitrogen	133604769.835	290912280.227	47211446.0985	10938109.446	196622984.021	1502884500.76	135957602.238	18391882.1256	719007792.71	102813473.945	947513907.538	171624317.185	35461176.0401	101655764.411	217277556.756	711614590.974	55598448.1105	47703892.7877	27678249.9736	5900838.92302	381658499.284	587334396.88	123793330.787	153366302.94	163278018.688	33488638.371	62103234.2353	1211044227.52	8499077820.39	1437418109.31	26564906739.8	807658217.99	706071482.069	1700510966.26	8914092724.31	1231539852.71	1530766771.81	410848019.433	130014539.727	1110301212.77	261551621.751	123761988.859	1730734624.81	207197288.886	5481194924.51	1791483322.95	1165110628.82	3317439301.87	2636172256.01
Phosphorous	41266848.8678	111283657.756	9013354.06561	2353850.4911	32295719.2926	480506930.638	31392690.924	5669807.04524	246371851.123	22726892.7261	342350218.957	29835061.0313	7547583.24069	20939193.5974	90016589.7245	246977837.656	13799696.5651	20374230.027	6485490.32945	1290183.55854	165412180.857	151433278.98	46583076.4752	29192284.8655	46806379.9152	12448842.0278	14731158.9031	471465578.639	3860058862.17	644877067.32	11308485607.4	301911669.228	331273205.588	3170038062.01	9003812422.95	1141486724.33	475067268.458	319237834.69	54405785.2506	402350586.111	168458584.038	38718029.3603	352085265.319	217547340.568	2951450967.41	2517075624.43	304610233.038	2733392803.47	1596336945.53
PM10	56292293.0091	112873171.487	31417535.3408	12389784.9671	87614037.2818	551192166.406	87905756.1708	20483055.0948	222817138.902	44008610.3015	438962576.905	172186119.797	27258127.9924	85744004.8505	108697855.992	406440738.806	20076113.2866	13011985.1343	17817464.777	2042449.31748	130266893.277	266320282.514	53086128.4945	111219726.585	67417963.9121	16714755.631	27593477.2759	381192341.001	3195214608.35	691790395.791	21833536866.8	322036222.317	439931753.287	939655929.911	9677926888.34	568773354.884	1569534004.72	320113652.889	73246356.7573	437974006.62	135443322.7	100103863.71	2098069470.28	451249672.238	4240769054.59	1684268190.08	578775939.869	5966145774	1600860963.04
PM25	43087013.1213	83134549.7285	27465331.7312	11139742.2411	74114999.9729	412727839.619	75800611.3813	16326358.9864	171211437.539	34764046.3322	349291975.859	150755907.165	23220859.8162	75759472.6379	81866372.3214	334354303.764	17287300.2324	9656634.3351	15759934.9497	1402234.02156	94055613.2721	208542161.561	43757871.2071	95745575.4591	50487583.2376	13809683.6529	19052050.7596	287433518.945	2387597401.08	499175882.14	15359597493.8	250060476.08	310776753.704	746270738.225	7327209756.53	447535902.651	961618239.983	231001140.603	54324553.2289	350123307.123	102862240.947	85236349.7769	1875086065.86	373809561.966	3432304701.72	1328502464.52	386885145.881	5492890865.3	1179583721.91
SOx	203615905.368	460695842.113	279520361.872	83235335.7791	250679424.239	2340309308.5	282072040.748	49204272.3697	704046934.459	138113477.623	1118921983.1	1207174393.76	63799429.0418	133174065.233	332586717.639	1033979539.99	41142380.0837	49611713.1939	18001400.9857	9159162.29148	475850411.208	1089502244.15	115973037.605	372462050.848	218154821.465	37462401.0158	89760667.1093	1391346835.13	12066178445.6	2628533720.31	52179465281	1162888002.65	1505551626.43	1919217833.55	15058872052.2	1616972115.8	3281012129.2	1381645056.27	289343952.877	1462082937.23	583383136.687	286839548.514	1954954377.48	1238401433.92	8294570092.99	3648223006.17	2330231959.51	4779553807.17	5651801769.53
NOx	279634285.728	413176802.305	114849234.181	135378834.947	279640538.552	3221910341.45	463418842.936	36250717.295	1022253391.3	233697127.06	1575946533.02	1527298879.26	80019152.6676	204561809.563	414634315.381	1533497611.31	100888512.907	54664568.6377	45169253.7711	10468538.3325	541241178.498	873391981.746	225882525.538	302059684.778	319339706.715	61871472.4589	116409692.858	2049906464.28	16706507651.3	3339444620.56	34985560058.4	1602289500.62	1767071114.22	2424370388.97	9149638110.12	1765443068.84	4710401474.72	1513787795.25	349972704.904	1053587795.96	870015211.819	477462888.883	2253222106.21	914971350.384	6955130664.69	3547103972.16	1237330633.87	4190062391.79	6432364956.9
