impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	113126106.624	231576753.571	91968811.6459	276718515.998	200054972.888	4764774190.91	644546401.122	75047546.3054	1806887862.77	117310549.748	1334241765.32	3647579304.19	93168165.4828	294240808.857	2069551475.38	1820889229.66	49931236.0274	59910980.1013	70095760.9539	8389141.71336	592663120.414	837387739.535	94370896.1402	481005984.591	221273507.289	80438416.1719	183263579.671	1565324590.51	4951521273.69	4527082017.66	156561886489	1821030516.99	2795541038.72	6664707197.4	25477563560.8	5478209242.95	17580276003.5	1032819235.38	136524667.728	2664684180.68	1399726630.3	862383147.593	5512710797	2965546373.82	19080600618.6	7521266214.63	4315482051.18	17601515937.1	9375744401.02
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	12830968095.9	58439613463.3	13025171637.8	82951875440.6	13082397117.6	1.05998669395e+12	171070948457	11173581306.6	116500143943	19210958120.2	136635941748	972456098712	15299573488.2	12920428782.4	98912879076.1	210165359951	7628496494.15	14663080866.7	11148283242.7	2106851874.23	107027846154	50260659038.8	16838021389.1	43182630360.1	46552221693.4	7623989364.4	10933352767.3	357816604200	818287387413	1.04575289033e+12	1.07445942074e+13	199810172129	333994826546	1.07242575779e+12	1.71544556209e+12	1.0519356187e+12	1.82001128551e+12	68602725581	33613136820	422026124005	283733370850	178192490962	410889631748	254999019985	2.9222281568e+12	1.33437265815e+12	684115299615	1.220567985e+12	1.60244214241e+12
Terrestrial ecotoxicity (TETP500) | Problem oriented approach: non baseline (CML, 1999) | TETP 500 (Huijbregts, 1999 & 2000) TETP 500	57314392.5922	352979072.258	90132999.1647	481321512.274	98711949.5623	6087616640.9	1094432682.59	79452086.008	467735805.827	131565792.044	692250641.869	5685296028.75	83909976.7564	39535749.9061	612010749.691	1047850964.96	45321398.3563	79563707.0627	59038890.9074	14041994.5736	617641331.973	277988004.704	75741223.4941	228239459.835	250207297.21	37988362.8439	94928965.7778	1993268275.24	3856643654.03	6219068158.21	57791016079.2	1060601530.18	1731944753.58	5631991872.38	7884443239.66	5702150827.8	9036389588.87	508236996.858	369977838.953	2306949056.42	1539062280.84	1064971648.9	1864382328.03	1153171265.91	15150927082.8	7166284315.29	3580937437.04	4545721235.14	7735187134.61
photochemical oxidation (high NOx) | Problem oriented approach: baseline (CML, 1999) | POCP (Jenkin & Hayman, 1999; Derwent et al. 1998; high NOx)	44945995.8208	63001683.2234	51361106.1436	38007921.9443	76992997.1485	507974291.136	64938216.3692	13222778.0003	223770932.159	31482808.4784	255398910.521	159135685.022	26808361.5714	69562714.4666	226837223.036	251111982.987	17065226.2994	4420308.30671	12054613.5364	2156138.2416	58747744.8644	223987440.907	30820912.4662	103759092.619	32030194.7543	15903844.8173	25648614.3361	210131623.789	3503420087.05	857177590.651	9615648185.22	436174388.603	312690379.744	811495193.319	4643176178.6	702442067.411	1255300133.7	307409182.108	70815077.4447	248915884.409	163240210.215	67298253.9634	1337952811.85	318765248.303	2809984246.77	1279515965.96	536787564.679	3478783529.6	1772739381.51
photochemical oxidation (low NOx) | Problem oriented approach: non baseline (CML, 1999) | POCP (Andersson-Skï¿½ld et al. 1992; low NOx)	27582209.8301	41403683.7151	12014926.2493	3210588.25048	44628475.4107	344579637.683	53370853.7831	7217565.63998	170344850.519	22528469.0189	156475151.045	91491375.8091	14159390.5442	43080517.7136	288276606.484	165571263.386	12085552.8468	1913444.08645	7558593.08042	1597191.02558	37451094.3486	137380387.223	16281868.4696	55040232.3668	20119996.4439	11461852.0705	23622164.3766	127831984.433	1934022260.33	663976006.083	7156598815.37	212353252.692	213219160.572	532852476.415	3239440921.45	449988615.522	731830828.584	171660318.912	68972509.1684	128008275.918	90719705.8059	43506153.1541	982345537.334	168076092.205	1647441272.21	706664945.703	359321142.583	2087481524.46	834414309.831
photochemical oxidation (MIR; very high NOx) | Problem oriented approach: non baseline (CML, 1999) | MIR 1997; very high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	11466896.9594	17107799.7036	5211894.01286	1312378.20624	18463249.037	141147898.832	21842128.7202	3059147.3922	70345504.3792	9967992.16621	65431777.228	37226763.2839	5880646.11316	17849566.4001	116587000.841	68322280.6806	5025786.06482	800286.010294	3116579.18046	646871.38767	15843975.3141	60935747.2214	7168218.32132	23088039.0643	8580422.58551	4736494.93309	9732590.70705	55587481.0039	804679597.078	266767728.784	2934698675.98	91050313.3323	86720808.465	238408568.531	1353387639.84	189783171.146	318797693.854	79439690.5362	27839454.1589	55432702.5838	36423536.0454	18218249.9087	414566675.56	70864347.3298	719508608.176	310088206.39	152365178.173	905099470.317	369288733.666
photochemical oxidation (MOIR; high NOx) | Problem oriented approach: non baseline (CML, 1999) | MOIR; high NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	20693331.3582	30894069.0008	9361990.49973	2372822.39338	33337168.2811	255139724.183	39485985.9706	5508846.07831	127041317.485	17867693.1849	118003071.89	67342214.0853	10613485.6852	32223722.5763	211048031.056	123397930.541	9069327.88287	1443245.81538	5629395.19203	1170788.76985	28537301.5953	109199460.103	12855839.2629	41623748.6961	15441094.2679	8553281.6277	17581211.2906	99824249.4798	1452008708.67	483271232.098	5304129027.33	163755982.028	156882893.627	426851451.721	2441012749.03	341942888.341	572390536.273	141739530.144	50406833.4773	99590650.0546	65989397.89	32850621.9914	746896170.155	127684564.859	1291498498.3	556321909.892	274362568.534	1625887194	661935202.742
photochemical oxidation (EBIR; low NOx) | Problem oriented approach: non baseline (CML, 1999) | EBIR; low NOx (Carter, 1994, 1997, 1998;Carter, Pierce, Luo &  Malkina, 1995 )	26426779.8379	39447968.8527	11967937.5062	3029011.4965	42568792.7997	325713673.598	50407050.3308	7038419.77441	162214069.675	22851689.268	150718960.504	85955595.7273	13553808.7418	41148505.7763	269341531.476	157559070.881	11582220.9153	1843388.82053	7187684.78226	1494224.46369	36459289.2524	139667333.714	16439948.4236	53167768.2283	19731305.5607	10921529.0942	22447506.6441	127617989.982	1854348507.21	616655096.49	6771478365.32	209281138.694	200243297.859	546055735.986	3117706568.94	436834473.914	731789383.2	181459375.413	64326560.5568	127307001.347	84201165.9126	41959746.9458	954179507.935	163116738.524	1651252802.39	711366013.087	350545157.62	2078436929.16	846579569.575
acidification (incl. fate, average Europe total, A&B) | Problem oriented approach: baseline (CML, 1999) | AP ( Huijbregts, 1999; average Europe total, A&B)	346416239.469	624649704.955	840853418.158	219024408.078	712340506.634	5356450625.68	863137517.683	148202625.135	2099740553.92	304813815.173	2863007691.62	2902812271.04	153675208.709	374873158.805	2301807189.31	1831755614.33	241131305.388	94582835.9225	114009153.403	16177318.5154	1060622728.23	2794670657.67	496833994.593	929896352.486	351492541.01	117300329.618	235724576.865	2763683912.85	26643484237.8	4556711887.55	118935825572	3519026198.95	2547410543.93	11126595616.6	34999254016.4	7121039017.22	10077563826.1	3425048352.75	389775631.941	2693659272.44	1142485323.25	638098425.87	5184512058.75	3928348895.47	59087943725.2	17361297957	7310232970.66	20595964935.8	14304318582.2
acidification (fate not incl.) | Problem oriented approach: non baseline (CML, 1999) | AP (Hauschild & Wenzel (1998).	397744099.579	716547018.348	769819107.583	234289217.439	776010579.122	5920794218.87	961272823.012	152903229.144	2411937506.61	345998207.299	3386215175.48	3029522279.68	170214190.701	436837247.608	2679252481.43	2102915178.43	281387391.523	109796762.164	134654050.759	17235327.7718	1238739009.77	2975706833.11	579970418.819	973427071.292	406638630.377	138159071.84	257614573.21	3152182348.74	30156892752.4	4968716296.65	121864351799	3834700459.46	2769945723.74	12517201379.4	35698307813.4	7699252339.54	10861406000.2	3597080010.31	421718488.014	2802411850.14	1230490931	716226349.677	5590370538.43	3863150946.78	66374949233	17968293062.3	7465057300.28	22369733152.6	14953271015.7
eutrophication (fate not incl.) | Problem oriented approach: baseline (CML, 1999) | EP (Heijungs et al. 1992))	63474834.8932	112482869.093	41082790.7397	24941591.343	108545375.268	791392626.557	137722357.56	17968936.2001	393382300.744	53689133.2165	606400742.137	293395505.778	23585242.2042	76851377.7994	480311014.873	325282367.983	49812597.5662	16743121.267	23618144.4275	1898955.05707	208059171.188	390252371.352	98200757.1941	120514447.297	65265693.0411	23306332.3473	36592561.0436	488681074.432	4634117728.06	596192802.992	13168932515.9	531998671.482	332616713.832	2119110399.54	4006255679.6	1071121613.3	1335952934.06	471781093.702	55185858.694	330943446.195	133838790.834	95703835.0155	800278447.361	328245305.698	10838936845.8	2204322638.87	845313075.195	3634308922.01	1621853229.8
eutrophication (incl. fate, average Europe total, A&B) | Problem oriented approach: non baseline (CML, 1999) | EP ( Huijbregts, 1999; average Europe total, A&B)	674373852.74	1203507868.93	402394586.598	237867849.12	1159705652.19	8036760920.27	1455208717.51	178161901.527	4241637689.28	515694681.413	6572423250.56	2773661707.46	235480356.325	801964311.545	5594833710	3408079818.41	527127765.994	174121612.235	245287382.377	18800963.9114	2265614552.87	4149435369.91	1089121406.25	1285289111.55	653759053.646	252375181.042	392338916.19	5070903991.85	48867119149.1	5867824075.89	141362543808	5454857485.9	3283037712.16	22804103509.4	41936735697.6	11849780986	13452063847.6	4464603025.92	584262593.847	3233783209.11	1239894697.28	940340027.346	7576191061.46	3341028584.46	126655446168	23953263925.5	9306562775.58	37510015689	16177959093.8
odour | Problem oriented approach: non baseline (CML, 1999) | 1/OTV	1.07046671461e+14	1.88121836042e+14	5.52737793631e+13	9.37742335712e+12	1.95099726985e+14	9.39975975892e+14	2.16809602897e+14	2.70265956043e+13	7.24148591505e+14	6.35378651111e+13	1.17676834981e+15	9.47060211164e+13	2.86975948323e+13	1.38515145133e+14	1.19485553544e+15	4.8704211397e+14	9.39288131447e+13	2.16262800093e+13	3.89846784214e+13	1.46152631455e+12	3.84220580591e+14	7.10425274597e+14	1.94642365943e+14	2.23975901378e+14	8.67064311032e+13	4.0929006588e+13	6.71306139891e+13	7.43013441719e+14	7.6483047313e+15	4.5667306415e+14	2.26757394647e+16	8.23228100652e+14	2.73271536266e+14	4.56511551085e+15	7.19032558617e+15	2.20398486512e+15	1.5209745986e+15	6.64238051669e+14	8.7589533931e+13	4.39247708689e+14	3.05863134707e+13	8.0124150575e+13	1.107270089e+15	4.25357187188e+14	2.72502330641e+16	4.59888155509e+15	1.75878541211e+15	7.78919312013e+15	1.67898359211e+15
Climate change midpoint | ILCD recommended CF | Global warming potential 100 years	76864391028	124370073196	55942838222.8	15494355640.6	132606613701	886784891636	65591601627.3	20398390044.3	335580793771	71864492049.5	416283667286	164759198302	25263802146.5	78564877476.2	96151592801.3	389068622920	26348252132.5	12755191177.4	14242813047.5	1566894734.63	212156036280	492123336405	75233402222	108757141980	60410093891.2	18812128825	39801302880.7	505780759186	5.83115118239e+12	1.20464511072e+12	1.47175470935e+13	764004296368	761637439506	1.21830281436e+12	4.52886382432e+12	760045705967	2.4716524729e+12	760511822162	56128933065.5	604338592508	327830351872	86744434989.5	1.27590347728e+12	504815288542	4.05838306665e+12	1.50254345093e+12	605678994331	2.84057560324e+12	3.19070660477e+12
Climate change endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	107607.868216	174115.194414	78317.0901119	21691.9061987	185645.173946	1241471.35321	91824.1380478	28556.4108391	469799.719528	100606.383789	582774.058704	230659.98363	35368.2867026	109986.157583	134602.869407	544686.060491	36884.8958173	17856.9824701	19938.7819184	2193.62931187	297012.181084	688917.721253	105324.680531	152254.649663	84570.6263963	26336.4548779	55720.4424469	708072.450173	8163426.73192	1686489.79016	20604187.6311	1069577.38345	1066282.65284	1705492.35911	6340190.10316	1064032.30289	3460258.84591	1064668.34298	78578.6094177	846050.669512	458955.494778	121439.561446	1786185.02878	706729.472869	5681530.89889	2103455.17803	847918.889132	3976453.96791	4466940.0159
Climate change endpoint, ecosystems | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	609.413323315	986.095815146	443.496870329	122.861367463	1051.37894024	7031.22323413	519.980744545	161.702485274	2660.49170718	569.626516674	3300.18376066	1306.3641146	200.280495678	622.822989977	762.069802439	3084.74017872	208.86001251	101.136916159	112.907948229	12.4234435544	1682.14435888	3901.39513952	596.432624076	862.136882427	478.890750239	149.140368344	315.543531576	4009.6356085	46232.0971276	9552.46813058	116689.752936	6056.87414599	6039.41939556	9653.81474092	35898.4455398	6024.62748501	19594.2734703	6027.85743138	445.03038356	4791.15791011	2599.67721216	687.680525923	10112.1551668	4002.25097767	32167.1963258	11907.8080912	4800.77459972	22505.6734115	25294.1815487
Human toxicity midpoint, cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	52.0069137623	352.403302728	72.1061295296	517.66206723	40.6417678762	6470.4191314	1096.02502842	72.448025937	444.249569992	114.760568652	700.809485627	6041.37704286	78.9692458869	26.347882174	370.96013928	1063.84800766	39.8177537301	84.11293423	64.3148613634	12.5574186486	633.965805515	184.076182145	83.5815661648	175.953539701	264.636104108	32.506065947	51.9970667374	2079.1368427	3889.97336626	6402.90301112	43770.7470497	1027.69312519	1652.91586412	4665.47333986	7345.27117279	4618.54553448	9305.59746786	377.389068537	270.741453328	1968.89940889	1638.36310293	1060.65474568	1775.19622977	942.32385886	12971.3369732	5847.08478628	4732.81193307	3884.13101113	6666.18415615
Human toxicity midpoint, non-cancer effects | ILCD recommended CF | Comparative Toxic Unit for human (CTUh)	11101.6651102	40313.1268186	11353.5589357	43689.4746572	8742.32231041	590575.897392	98608.8636415	6820.86010962	61128.4137271	14655.3901768	85100.4025939	514621.04439	7999.6954413	5100.96355891	71156.0917393	110391.106577	4218.09744843	9331.66572647	6877.12546164	1372.80733989	62377.4992047	33349.4431653	9810.63563208	37524.4162272	30372.2502812	3420.13180009	10060.7686963	192323.973267	538735.630782	660940.956726	7650618.90581	114298.721652	206411.238701	1457724.35799	1590899.45547	1553069.37141	2227312.53914	51672.6744469	33052.3760525	393882.984157	162035.404634	91836.9375046	196766.315621	283110.661974	3638003.37909	1858107.78452	1126249.26546	1174525.84707	1904318.23228
Human toxicity endpoint, cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	597.927314224	4050.94254526	828.603190141	5950.26951588	467.118643531	74375.1998413	12598.3083996	832.684497996	5106.67863227	1319.08398668	8056.62361689	69442.468633	907.763732052	302.919961824	4264.71329313	12229.3351817	457.684350126	966.842042594	739.352005527	144.346985374	7287.5332927	2115.38614253	960.782461894	2022.44563402	3042.16204647	373.638247806	597.729487768	23899.8750833	44719.409188	73599.3006708	503029.680315	11813.1875722	18999.5783432	53657.9326243	84460.9211384	53123.3942934	107031.008634	4337.54656497	3112.14431491	22630.2141176	18832.7820137	12191.8252538	20404.2761753	10836.6913271	149169.858535	67248.4012041	54453.480898	44668.1677543	76665.7270125
Human toxicity endpoint, non-cancer effects | ILCD recommended CF | Disability Adjusted Life Years (DALY)	29962.4166775	108769.400523	30626.1854955	117854.062057	23589.8625405	1593188.69163	266009.770151	18397.3127534	164938.059162	39538.4606296	229643.053245	1388207.82446	21583.9483698	13767.7387299	192025.948922	297851.287843	11379.6353829	25176.734274	18556.8243332	3703.821655	168292.254569	89973.3364146	26471.7379877	101259.183233	81952.9192371	9227.09595406	27148.661472	518872.245164	1453802.07253	1783122.31055	20640977.318	308372.858307	556905.686882	3934988.12825	4294045.04494	4192493.99727	6012775.30961	139391.192855	89174.6092682	1062857.80248	437156.44256	247741.252529	530858.522331	764200.493688	9820090.48201	5015784.30976	3041000.41687	3170508.28413	5140498.92081
Particulate matter/Respiratory inorganics midpoint | ILCD recommended CF | emission-weighed average PM2.5 equivalent	47916506.068	75834944.5271	71055371.13	24067022.1823	128765264.271	603956381.701	152996108.259	31365752.4041	233043712.994	49821787.1741	412439220.324	369427985.352	37801611.8043	99035537.3443	300786041.477	393214066.575	32424203.0962	11405221.4235	27907264.6421	2879075.9899	99265837.7409	383188151.12	63827105.7809	161689795.623	50524596.8412	21694779.7487	51330870.1025	285667313.527	2436568500.19	837920952.107	32493486225	377069522.257	386117237.561	1778681716.78	15505918194.4	1429612807.69	2405549197.13	349567993.09	108020599.742	646819099.341	164699738.669	134188110.84	2518652034.64	813061319.017	7900819029.5	2624572011.57	1357974217.93	7979935674.51	2349649435.51
Particulate matter/Respiratory inorganics endpoint | ILCD recommended CF | Disability Adjusted Life Years (DALY)	86249.7103458	136502.899264	127899.667909	43320.6398749	231777.47473	1087121.4801	275392.99369	56458.3541877	419478.6798	89679.2165263	742390.592969	664970.371976	68042.9009643	178263.966318	541414.868146	707785.31639	58363.5652899	20529.3985158	50233.0761826	5182.33674918	178678.507043	689738.669582	114888.790035	291041.631021	90944.2739144	39050.6033034	92395.56568	514201.161882	4385823.26127	1508257.70021	58488275.0474	678725.136145	695011.023366	3201627.07943	27910652.6795	2573303.0444	4329988.54165	629222.385121	194437.07806	1164274.37645	296459.527812	241538.598669	4533573.64393	1463510.37113	14221474.2099	4724229.60747	2444353.58492	14363884.1737	4229368.9707
Photochemical ozone formation midpoint, human health | ILCD recommended CF | Photochemical ozone creation potential (POCP)	187162837.404	245806940.12	163484882.812	217689684.007	306413776.127	1772340222.71	191291224.816	47143071.0803	812408245.295	108582594.626	1089837474.37	398260685.038	117588810.735	301691586.635	496716192.854	1004078903.45	64157137.7367	17607568.3677	50530108.4738	7235966.58517	222921205.16	759246799.105	131014344.735	413216278.357	123805928.205	62604406.2952	73064000.6265	788268067.182	15118405357.2	3033986852.14	26821405969.2	1878405013.62	1113308677.3	2982008841.05	15972249582.9	2595269574.62	4813410008.43	1076534051.34	206248157.413	920346012.662	655653806.471	245592908.33	5048458533.57	1018235950.03	10558981018.8	4357477454.44	1572586921.33	14489512403.8	7241298306.25
Photochemical ozone formation endpoint, human health | ILCD recommended CF | Disability Adjusted Life Years (DALY)	7.30054282374	9.58811529338	6.37501593183	8.48975119795	11.951696412	69.1320302588	7.46210899691	1.83879481509	31.6911051616	4.23602922108	42.5110164037	15.5319909433	4.58653064371	11.7679543923	19.3838522993	39.1659102407	2.50264724363	0.686732296592	1.97099363236	0.282251207066	8.69555533658	29.6173045671	5.11046446986	16.1173121826	4.82936851971	2.44208571214	2.85042909097	30.7486949918	589.697676861	118.347535771	1046.21474988	73.2670712634	43.4255695131	116.330883735	623.040994988	101.233903253	187.758561754	41.994968452	8.04621397184	35.8980480159	25.5726932688	9.5797888125	196.938542764	39.7140819643	411.879637962	169.968658803	61.3420546725	565.206778374	282.449228413
Acidification midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	417103598.514	741970160.984	913390083.708	161186725.471	880156468.541	5227252962.7	980470001.57	168024203.773	2701307520.59	303364394.221	3935973170.51	2213100653.11	153322555.853	491752262.475	3826404546.46	2022237554.75	326783402.325	93888143.561	138779032.513	13828025.5969	1368045498.92	3457562969.42	675524294.636	1153779886.83	366338659.446	145426630.633	295653550.583	3109830417.84	31556233340.4	3780070648	138763269229	4018798973.83	2170055308.6	16515669546.9	42351387805.7	9500983896.2	9794105899.52	3853218328.2	442594018.176	2888090378.11	782003692.847	527606472.323	5789280869.41	4142322359.02	94891138241.3	22908216414.2	9426677539.38	30575224674.2	13678657782.3
Acidification endpoint | ILCD recommended CF | Change in potentially not occuring fraction of plant species per change in base saturation	1.93546073022	3.44101316615	4.08983954954	0.721425106485	4.05861513057	23.922809995	4.52074903653	0.7663292097	12.5603122059	1.39581344122	18.4019960434	9.87697292135	0.702623215216	2.29205387021	17.9318774664	9.3571798117	1.52469498058	0.433616315072	0.646760114003	0.0624349359082	6.37551713304	15.8972420388	3.15223093	5.29401616224	1.69383771677	0.677804090707	1.36465224441	14.3846786421	146.055123903	17.1147761115	633.17008747	18.4756181416	9.83442265518	76.9073273412	193.470796076	43.8925451614	44.6241165124	17.6107090288	2.03218896128	13.1511047364	3.4876627137	2.40239111985	26.5498659231	18.6926775478	442.719354891	105.238198909	43.1944814397	141.828524304	61.9538865024
Eutrophication terrestrial midpoint | ILCD recommended CF | Accumulated Exceedance (AE)	1445130064.72	2539644786.57	746196021.402	126595215.321	2633846314.3	12689675674.5	2926929639.11	364859040.658	9776005985.32	857761179	15886372722.4	1278531285.07	387417530.236	1869954459.3	16130549728.5	6575068538.6	1268038977.45	291954780.126	526293158.689	19730605.2464	5186977837.98	9590741207.06	2627671940.23	3023674668.6	1170536819.89	552541588.938	906263288.853	10030681463.2	103252113873	6165086366.02	306122482773	11113579358.8	3689165739.59	61629059396.4	97069395413.3	29753795679.2	20533157081	8967213697.53	1182458708.07	5929844067.3	412915231.855	1081676032.76	14948146201.5	5742322027.03	367878146365	62084900993.7	23743603063.4	105154107122	22666278493.5
Eutrophication marine midpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	11989227.2036	21069645.6367	6190663.28867	1050271.416	21851169.4224	105277309.3	24282675.5245	3026978.70768	81104642.2486	7116240.89244	131798055.178	10607074.365	3214130.62122	15513696.2549	133823819.97	54548716.7647	10520027.0722	2422143.36105	4366283.9832	163690.94723	43032705.0262	79567630.7549	21799944.9857	25085300.9543	9711120.28356	4584048.73786	7518628.76678	83217505.4726	856610129.905	51147383.1848	2539682820.05	92201547.273	30606412.0618	511292937.215	805316465.651	246846304.894	170349155.043	74394661.7869	9810027.80027	49195743.3732	3425667.10872	8973904.8644	124014249.968	47640004.965	3052026103.18	515074734.17	196983966.156	872389629.455	188046162.316
Ecotoxicity freshwater midpoint | ILCD recommended CF | Comparative Toxic Unit for ecosystems (CTUe)	5091281268	17824687524.5	4814955896.97	20049010539.9	4914316515.32	257184053126	40931707469.2	2435121508.26	25542722112.8	5544771058.31	32949853380.2	231808774883	4165802007.38	2671770448.6	22567132382.8	50398478086.7	1878946614.52	4292506707.97	2747747650.58	572793358.912	26457516409.8	14856854486.9	4779471725.55	18689332841.8	14356631612.4	1754851828.47	3266896608.36	87919839151.8	259012660794	257382669729	2.98698693185e+12	49412681278.7	91504735431.9	840439181113	767245076269	904117106738	1.01969527541e+12	14947215860.7	8078193372.46	197596625225	73665371660.5	41704258720.6	90852064701.5	159430758295	2.08711133952e+12	1.0744467427e+12	410481255932	687668484385	1.12274764998e+12
Ecotoxicity freshwater endpoint | ILCD recommended CF | Potentially Disappeared Fraction of species (PDF)	5091281268	17824687524.5	4814955896.97	20049010539.9	4914316515.32	257184053126	40931707469.2	2435121508.26	25542722112.8	5544771058.31	32949853380.2	231808774883	4165802007.38	2671770448.6	22567132382.8	50398478086.7	1878946614.52	4292506707.97	2747747650.58	572793358.912	26457516409.8	14856854486.9	4779471725.55	18689332841.8	14356631612.4	1754851828.47	3266896608.36	87919839151.8	259012660794	257382669729	2.98698693185e+12	49412681278.7	91504735431.9	840439181113	767245076269	904117106738	1.01969527541e+12	14947215860.7	8078193372.46	197596625225	73665371660.5	41704258720.6	90852064701.5	159430758295	2.08711133952e+12	1.0744467427e+12	410481255932	687668484385	1.12274764998e+12
GHG emissions AR5 (GWP100) | GWP100 (IPCC, 2010)	89541829563.6	129757523648	59263040966.6	15957266126.8	140895149526	917503587164	67651209654.9	20710170205.8	343870676352	74896388906	440809174124	167796994945	25755617628.9	82409155562.5	99822331083.6	415590821643	29227333765.8	13024724739.5	16158813329.6	2030778895.43	216665046239	507551528255	103961362565	112597036263	63082338461.2	19913659765.5	42355659484.9	526672042328	6.30425784589e+12	1.36507093119e+12	1.51508981531e+13	814018700578	765386472073	1.27037934876e+12	4.67096472863e+12	802420999431	2.68161576103e+12	791192603755	60156968929.5	621089299558	333596814000	89781989962.7	1.31683809513e+12	514736873286	4.20149047183e+12	1.61542028985e+12	640377947674	2.9612453139e+12	3.28874699845e+12
Nitrogen	62848787.8439	158910284.193	98707158.6262	11683252.8508	184359890.254	776869635.115	131885182.65	31958412.9326	503854582.153	73763509.1364	970682331.429	184166043.375	34891873.2486	161739679.668	557862266.298	333218698.211	94298941.3828	8087793.25039	38051596.5178	4297925.55251	182559111.187	680384799.817	101152656.984	247457104.574	81764135.5668	25850362.7607	77521646.4314	586099773.851	8478875506.13	392044191.26	27273132435	1254483270.31	211188435.9	2045221762.03	9002544336.94	1112588533	1545337167.44	460852254.803	44049284.5324	977314594.284	87416389.5164	83906305.6243	1779377402.28	201539397.563	7288936415.82	1874183402.1	2661007933.3	2785936460.4	1989429733.77
Phosphorous	16745330.3772	21738842.2068	3034831.82075	2348746.52583	15867431.5992	96335003.1082	10041873.294	5217299.58295	141541266.578	6736284.33642	207221698.633	15059284.9608	2127755.35394	5670854.30271	379209758.671	67055958.7479	16855904.7425	4852961.5133	6882623.64495	135767.058357	55397292.6087	154668710.882	37931246.3017	13888059.7572	9854416.01949	10092095.0063	5412688.23924	128162379.036	2652862825.7	176772034.552	10390300701.2	301682997.988	78423050.3479	4692670415.71	11223256004.5	1571763756.98	210294046.064	774791086.385	15918055.9153	127889638.453	7325048.09511	19083564.6094	139416244.811	268340307.305	2827248496.05	3885984368.24	525589217.535	2782525803.8	481027327.812
PM10	25353286.254	43347296.5121	28086219.7339	14476205.5937	76605646.6437	341895761.295	89104205.8178	23644140.1378	135857356.567	29857839.7525	256309519.546	223759637.552	24657980.0494	67401386.9863	131347761.608	268287456.589	18245795.4962	8055713.7914	19046754.008	1748002.3971	48906998.1874	230521525.648	40276254.8298	100568921.16	31897326.4156	12830586.5325	31193512.81	153248959.229	1417222597.42	537906336.03	23470004607.5	216414661.53	264799612.523	1144473513.25	10210421297.1	944672359.516	1938791095.18	220080724.413	54935821.3603	477608341.239	115862362.296	88891096.9491	1955894376.65	571827302.745	4595062995.13	1607101528.19	915206533.623	5654287155.49	1620466476.51
PM25	21566805.5544	35274453.4569	25296019.7551	13191638.0698	65118346.3178	279892239.37	74066220.0185	18385690.6588	112105931.772	24862355.2184	218667050.669	193871515.212	22079237.4799	63231524.3808	87665737.4826	236859413.544	15980965.3594	6521029.04361	17084113.291	1082020.14299	39056986.0796	183060288.538	36142445.3647	87671033.6161	26368045.7437	11293623.0029	20059156.5571	128199028.774	1111619758.48	387038785.548	16301382464.1	179273620.155	196540689.04	916680392.967	7647129402.96	748893337.08	1219615577.1	134029188.722	36378434.5575	389412651.375	83820570.528	78493291.4082	1745215792.12	454124222.894	3821490450.87	1295381922.2	619554454.403	5295756755.98	1277979069.85
SOx	71620344.0479	132703981.785	569819290.1	101425119.796	222103277.134	1823301920.23	248629771.619	65957164.1585	392655552.858	85099268.3862	291704392.444	1471059900.26	50882304.9306	56058415.3989	166367045.361	420893412.642	32914798.9529	21814334.2998	16065117.3135	7186424.52442	158549118.732	1001586748.2	66949885.105	364406614.254	79759723.2933	16657275.3719	70930607.8896	661015132.706	6456758054.88	1832761827.68	53650790874.4	1169961915.93	1026546006.93	2083221911.59	15753133233.1	2171717254.6	3970047795.24	1410091154.32	135934065.423	1192032288.45	526437424.554	218039341.669	1866660458.5	2181483705.13	9614835410.45	6885186349.51	3141332515.13	5383100344.55	6571089568.01
